_id,date,state,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid
66652fbf293428f1f44f5e19,2020-03-24,Johor,1440,434,1408,0,0,0,0,0,0,18,9,1
66652fbf293428f1f44f5e1a,2020-03-24,Kedah,1218,143,1183,0,0,0,0,0,0,46,5,12
66652fbf293428f1f44f5e1b,2020-03-24,Kelantan,1463,280,1424,9,6,15,1,0,1,78,58,23
66652fbf293428f1f44f5e1c,2020-03-24,Melaka,1091,82,1065,0,0,0,0,0,0,19,10,12
66652fbf293428f1f44f5e1d,2020-03-24,Negeri Sembilan,1223,253,1205,0,0,0,0,0,0,90,13,8
66652fbf293428f1f44f5e1e,2020-03-24,Pahang,851,87,830,0,0,0,0,0,0,36,14,14
66652fbf293428f1f44f5e1f,2020-03-24,Perak,1706,211,1667,0,0,0,0,1,1,78,40,6
66652fbf293428f1f44f5e20,2020-03-24,Perlis,508,12,495,0,0,0,0,0,0,7,8,8
66652fbf293428f1f44f5e21,2020-03-24,Pulau Pinang,1158,86,1132,0,0,0,0,0,0,68,2,8
66652fbf293428f1f44f5e22,2020-03-24,Sabah,2598,605,2528,0,0,0,0,0,0,161,46,35
66652fbf293428f1f44f5e23,2020-03-24,Sarawak,2390,418,2327,0,0,0,0,0,0,73,85,29
66652fbf293428f1f44f5e24,2020-03-24,Selangor,887,504,783,5,16,21,0,24,24,261,39,184
66652fbf293428f1f44f5e25,2020-03-24,Terengganu,1232,215,1209,0,0,0,0,0,0,9,6,14
66652fbf293428f1f44f5e26,2020-03-24,W.P. Kuala Lumpur,1570,248,1537,0,0,0,0,0,0,70,15,1
66652fbf293428f1f44f5e27,2020-03-24,W.P. Labuan,122,9,115,0,0,0,0,0,0,5,3,2
66652fbf293428f1f44f5e28,2020-03-25,Johor,1440,511,1408,20,14,34,26,0,26,134,120,1
66652fbf293428f1f44f5e29,2020-03-25,Kedah,1218,165,1183,17,5,22,0,0,0,94,31,14
66652fbf293428f1f44f5e2a,2020-03-25,Kelantan,1365,66,1321,0,0,0,0,0,0,0,0,32
66652fbf293428f1f44f5e2b,2020-03-25,Melaka,1091,95,1065,0,2,2,0,1,1,38,11,8
66652fbf293428f1f44f5e2c,2020-03-25,Negeri Sembilan,1223,262,1205,1,16,17,2,5,7,98,2,7
66652fbf293428f1f44f5e2d,2020-03-25,Pahang,763,114,742,1,4,5,9,1,10,11,40,13
66652fbf293428f1f44f5e2e,2020-03-25,Perak,2011,311,1964,28,5,33,0,0,0,94,46,16
66652fbf293428f1f44f5e2f,2020-03-25,Perlis,508,12,495,0,1,1,17,1,18,10,21,9
66652fbf293428f1f44f5e30,2020-03-25,Pulau Pinang,1158,86,1132,6,2,8,2,4,6,43,4,8
66652fbf293428f1f44f5e31,2020-03-25,Sabah,2598,622,2528,6,0,6,0,0,0,167,58,24
66652fbf293428f1f44f5e32,2020-03-25,Sarawak,2390,418,2327,7,5,12,5,4,9,78,63,29
66652fbf293428f1f44f5e33,2020-03-25,Selangor,845,476,741,7,33,40,0,6,6,281,55,73
66652fbf293428f1f44f5e34,2020-03-25,Terengganu,1117,215,1094,3,1,4,0,0,0,35,70,13
66652fbf293428f1f44f5e35,2020-03-25,W.P. Kuala Lumpur,1570,248,1537,4,22,26,0,0,0,146,25,0
66652fbf293428f1f44f5e36,2020-03-25,W.P. Labuan,122,10,115,1,0,1,0,0,0,0,1,2
66652fbf293428f1f44f5e37,2020-03-26,Johor,1440,511,1408,5,7,12,0,3,3,170,30,184
66652fbf293428f1f44f5e38,2020-03-26,Kedah,1218,165,1183,1,5,6,0,0,0,52,6,670
66652fbf293428f1f44f5e39,2020-03-26,Kelantan,1573,274,1529,10,12,22,4,0,4,89,62,679
66652fbf293428f1f44f5e3a,2020-03-26,Melaka,1091,95,1065,0,0,0,0,0,0,0,0,14
66652fbf293428f1f44f5e3b,2020-03-26,Negeri Sembilan,1223,262,1205,2,14,16,0,2,2,106,3,467
66652fbf293428f1f44f5e3c,2020-03-26,Pahang,763,114,742,4,4,8,0,0,0,44,15,257
66652fbf293428f1f44f5e3d,2020-03-26,Perak,2011,311,1964,16,4,20,3,0,3,149,30,807
66652fbf293428f1f44f5e3e,2020-03-26,Perlis,508,12,495,1,0,1,0,0,0,0,3,226
66652fbf293428f1f44f5e3f,2020-03-26,Pulau Pinang,1158,86,1132,0,4,4,2,3,5,52,2,480
66652fbf293428f1f44f5e40,2020-03-26,Sabah,2598,622,2528,11,1,12,2,0,2,168,66,1174
66652fbf293428f1f44f5e41,2020-03-26,Sarawak,2390,418,2327,12,3,15,6,0,6,62,53,939
66652fbf293428f1f44f5e42,2020-03-26,Selangor,845,476,741,8,23,31,14,13,27,283,34,144
66652fbf293428f1f44f5e43,2020-03-26,Terengganu,1117,215,1094,0,0,0,0,0,0,36,99,587
66652fbf293428f1f44f5e44,2020-03-26,W.P. Kuala Lumpur,1570,248,1537,4,12,16,9,10,19,136,21,698
66652fbf293428f1f44f5e45,2020-03-26,W.P. Labuan,122,10,115,7,0,7,0,0,0,0,8,81
66652fbf293428f1f44f5e46,2020-03-27,Johor,1440,511,1408,40,20,60,0,0,0,199,33,48
66652fbf293428f1f44f5e47,2020-03-27,Kedah,1218,165,1183,1,4,5,1,6,7,50,6,584
66652fbf293428f1f44f5e48,2020-03-27,Kelantan,1573,274,1529,13,7,20,7,5,12,94,68,689
66652fbf293428f1f44f5e49,2020-03-27,Melaka,1091,95,1065,7,0,7,0,1,1,25,15,666
66652fbf293428f1f44f5e4a,2020-03-27,Negeri Sembilan,1223,262,1205,2,6,8,14,11,25,103,4,515
66652fbf293428f1f44f5e4b,2020-03-27,Pahang,763,114,742,11,2,13,4,0,4,49,19,297
66652fbf293428f1f44f5e4c,2020-03-27,Perak,2011,311,1964,13,7,20,1,0,1,159,42,802
66652fbf293428f1f44f5e4d,2020-03-27,Perlis,508,12,495,0,0,0,0,0,0,0,3,5
66652fbf293428f1f44f5e4e,2020-03-27,Pulau Pinang,1158,86,1132,0,3,3,0,2,2,47,0,478
66652fbf293428f1f44f5e4f,2020-03-27,Sabah,2598,622,2528,5,1,6,4,8,12,161,67,1102
66652fbf293428f1f44f5e50,2020-03-27,Sarawak,2390,418,2327,19,5,24,5,1,6,66,61,1157
66652fbf293428f1f44f5e51,2020-03-27,Selangor,845,476,741,7,28,35,6,8,14,281,35,66
66652fbf293428f1f44f5e52,2020-03-27,Terengganu,1117,215,1094,1,0,1,0,0,0,36,100,534
66652fbf293428f1f44f5e53,2020-03-27,W.P. Kuala Lumpur,1570,248,1537,6,16,22,10,12,22,152,20,675
66652fbf293428f1f44f5e54,2020-03-27,W.P. Labuan,122,10,115,7,0,7,0,0,0,0,7,73
66652fbf293428f1f44f5e55,2020-03-28,Johor,1440,459,1373,26,13,39,0,16,16,212,39,52
66652fbf293428f1f44f5e56,2020-03-28,Kedah,1218,165,1183,0,2,2,3,1,4,50,3,622
66652fbf293428f1f44f5e57,2020-03-28,Kelantan,1614,309,1570,4,10,14,0,3,3,82,89,581
66652fbf293428f1f44f5e58,2020-03-28,Melaka,1091,95,1065,6,7,13,0,1,1,31,10,607
66652fbf293428f1f44f5e59,2020-03-28,Negeri Sembilan,1223,262,1205,0,11,11,17,13,30,103,2,470
66652fbf293428f1f44f5e5a,2020-03-28,Pahang,1520,180,1473,10,8,18,9,13,22,50,43,644
66652fbf293428f1f44f5e5b,2020-03-28,Perak,2619,321,2551,16,9,25,3,0,3,166,58,1140
66652fbf293428f1f44f5e5c,2020-03-28,Perlis,508,12,495,0,0,0,1,0,1,0,2,211
66652fbf293428f1f44f5e5d,2020-03-28,Pulau Pinang,1158,86,1132,1,5,6,0,8,8,45,1,431
66652fbf293428f1f44f5e5e,2020-03-28,Sabah,2598,678,2528,10,12,22,0,0,0,173,77,1112
66652fbf293428f1f44f5e5f,2020-03-28,Sarawak,2390,418,2327,11,10,21,9,1,10,85,66,1124
66652fbf293428f1f44f5e60,2020-03-28,Selangor,845,476,741,18,35,53,3,19,22,289,46,55
66652fbf293428f1f44f5e61,2020-03-28,Terengganu,1202,215,1179,2,3,5,9,0,9,39,93,556
66652fbf293428f1f44f5e62,2020-03-28,W.P. Kuala Lumpur,1570,278,1537,11,31,42,4,9,13,166,34,661
66652fbf293428f1f44f5e63,2020-03-28,W.P. Labuan,122,15,115,1,0,1,4,0,4,0,5,58
66652fbf293428f1f44f5e64,2020-03-29,Johor,1440,459,1373,51,26,77,22,0,22,229,79,267
66652fbf293428f1f44f5e65,2020-03-29,Kedah,1218,165,1183,2,1,3,0,3,3,48,4,568
66652fbf293428f1f44f5e66,2020-03-29,Kelantan,1614,309,1570,5,7,12,1,6,7,106,70,671
66652fbf293428f1f44f5e67,2020-03-29,Melaka,1091,95,1065,5,4,9,5,2,7,32,9,569
66652fbf293428f1f44f5e68,2020-03-29,Negeri Sembilan,1223,262,1205,4,14,18,0,9,9,108,6,462
66652fbf293428f1f44f5e69,2020-03-29,Pahang,1520,180,1473,8,24,32,6,2,8,68,45,605
66652fbf293428f1f44f5e6a,2020-03-29,Perak,2619,321,2551,4,8,12,7,14,21,155,46,1041
66652fbf293428f1f44f5e6b,2020-03-29,Perlis,508,12,495,3,0,3,1,0,1,0,3,221
66652fbf293428f1f44f5e6c,2020-03-29,Pulau Pinang,1158,86,1132,0,1,1,1,7,8,39,0,438
66652fbf293428f1f44f5e6d,2020-03-29,Sabah,2598,678,2528,10,13,23,4,1,5,186,83,1036
66652fbf293428f1f44f5e6e,2020-03-29,Sarawak,2390,418,2327,6,11,17,3,0,3,65,44,1073
66652fbf293428f1f44f5e6f,2020-03-29,Selangor,845,476,741,5,37,42,8,23,31,300,45,48
66652fbf293428f1f44f5e70,2020-03-29,Terengganu,1202,215,1179,0,3,3,0,0,0,42,93,529
66652fbf293428f1f44f5e71,2020-03-29,W.P. Kuala Lumpur,1570,278,1537,6,22,28,1,27,28,162,36,629
66652fbf293428f1f44f5e72,2020-03-29,W.P. Labuan,122,15,115,0,0,0,0,0,0,0,5,59
66652fbf293428f1f44f5e73,2020-03-30,Johor,1440,459,1373,17,24,41,9,22,31,234,51,10
66652fbf293428f1f44f5e74,2020-03-30,Kedah,1218,165,1183,4,2,6,0,3,3,47,8,640
66652fbf293428f1f44f5e75,2020-03-30,Kelantan,1614,309,1570,10,19,29,17,6,23,103,56,669
66652fbf293428f1f44f5e76,2020-03-30,Melaka,1091,95,1065,2,4,6,2,1,3,35,10,566
66652fbf293428f1f44f5e77,2020-03-30,Negeri Sembilan,1223,262,1205,2,9,11,0,1,1,112,6,468
66652fbf293428f1f44f5e78,2020-03-30,Pahang,1520,180,1473,5,0,5,4,4,8,64,44,658
66652fbf293428f1f44f5e79,2020-03-30,Perak,2619,321,2551,9,5,14,3,1,4,162,35,1161
66652fbf293428f1f44f5e7a,2020-03-30,Perlis,508,12,495,3,1,4,0,0,0,1,4,220
66652fbf293428f1f44f5e7b,2020-03-30,Pulau Pinang,1158,86,1132,0,35,35,0,5,5,35,0,427
66652fbf293428f1f44f5e7c,2020-03-30,Sabah,2598,678,2528,4,3,7,7,0,7,189,80,1036
66652fbf293428f1f44f5e7d,2020-03-30,Sarawak,2390,418,2327,9,9,18,8,0,8,70,41,1188
66652fbf293428f1f44f5e7e,2020-03-30,Selangor,845,476,741,7,11,18,8,16,24,290,37,44
66652fbf293428f1f44f5e7f,2020-03-30,Terengganu,1202,215,1179,6,2,8,11,0,11,44,88,543
66652fbf293428f1f44f5e80,2020-03-30,W.P. Kuala Lumpur,1570,378,1537,6,24,30,5,5,10,222,49,565
66652fbf293428f1f44f5e81,2020-03-30,W.P. Labuan,122,15,115,0,0,0,0,0,0,0,5,62
66652fbf293428f1f44f5e82,2020-03-31,Johor,1440,412,1373,7,14,21,0,0,0,224,76,170
66652fbf293428f1f44f5e83,2020-03-31,Kedah,1218,165,1183,4,0,4,4,3,7,44,8,544
66652fbf293428f1f44f5e84,2020-03-31,Kelantan,1614,309,1570,8,3,11,20,15,35,95,43,668
66652fbf293428f1f44f5e85,2020-03-31,Melaka,1091,95,1065,0,4,4,2,2,4,38,9,760
66652fbf293428f1f44f5e86,2020-03-31,Negeri Sembilan,1223,262,1205,2,10,12,0,4,4,121,5,506
66652fbf293428f1f44f5e87,2020-03-31,Pahang,1520,532,1473,16,3,19,13,6,19,62,41,636
66652fbf293428f1f44f5e88,2020-03-31,Perak,2619,331,2551,8,6,14,8,13,21,161,35,1087
66652fbf293428f1f44f5e89,2020-03-31,Perlis,508,12,495,5,0,5,0,0,0,1,7,234
66652fbf293428f1f44f5e8a,2020-03-31,Pulau Pinang,1158,86,1132,1,6,7,0,8,8,33,1,458
66652fbf293428f1f44f5e8b,2020-03-31,Sabah,2554,623,2478,6,6,12,11,1,12,194,81,1046
66652fbf293428f1f44f5e8c,2020-03-31,Sarawak,2390,418,2327,10,5,15,15,5,20,74,36,1134
66652fbf293428f1f44f5e8d,2020-03-31,Selangor,845,476,741,12,20,32,2,22,24,268,41,49
66652fbf293428f1f44f5e8e,2020-03-31,Terengganu,1202,215,1179,0,0,0,0,0,0,44,88,549
66652fbf293428f1f44f5e8f,2020-03-31,W.P. Kuala Lumpur,1570,438,1537,4,14,18,2,16,18,230,35,927
66652fbf293428f1f44f5e90,2020-03-31,W.P. Labuan,122,15,115,0,0,0,3,0,3,0,2,62
66652fbf293428f1f44f5e91,2020-04-01,Johor,1440,459,1373,13,10,23,2,0,2,244,70,10
66652fbf293428f1f44f5e92,2020-04-01,Kedah,1218,165,1183,0,1,1,3,2,5,44,1,546
66652fbf293428f1f44f5e93,2020-04-01,Kelantan,1614,309,1570,6,8,14,19,11,30,92,30,672
66652fbf293428f1f44f5e94,2020-04-01,Melaka,1091,95,1065,0,13,13,0,1,1,61,7,608
66652fbf293428f1f44f5e95,2020-04-01,Negeri Sembilan,1223,262,1205,1,7,8,1,1,2,126,4,504
66652fbf293428f1f44f5e96,2020-04-01,Pahang,1669,504,1622,17,3,20,6,1,7,65,49,620
66652fbf293428f1f44f5e97,2020-04-01,Perak,2619,322,2551,5,4,9,7,12,19,157,34,1078
66652fbf293428f1f44f5e98,2020-04-01,Perlis,508,12,495,0,0,0,1,0,1,1,6,235
66652fbf293428f1f44f5e99,2020-04-01,Pulau Pinang,1158,86,1132,0,2,2,1,2,3,27,0,467
66652fbf293428f1f44f5e9a,2020-04-01,Sabah,2554,677,2478,10,3,13,8,0,8,197,85,1108
66652fbf293428f1f44f5e9b,2020-04-01,Sarawak,2390,418,2327,14,27,41,1,3,4,134,48,1137
66652fbf293428f1f44f5e9c,2020-04-01,Selangor,887,476,783,16,33,49,3,25,28,276,50,34
66652fbf293428f1f44f5e9d,2020-04-01,Terengganu,1232,215,1209,7,1,8,12,2,14,43,82,559
66652fbf293428f1f44f5e9e,2020-04-01,W.P. Kuala Lumpur,3443,552,3410,13,31,44,5,9,14,238,32,1239
66652fbf293428f1f44f5e9f,2020-04-01,W.P. Labuan,122,15,115,1,0,1,0,0,0,0,3,73
66652fbf293428f1f44f5ea0,2020-04-02,Johor,2646,474,2579,8,13,21,11,14,25,247,64,10
66652fbf293428f1f44f5ea1,2020-04-02,Kedah,1218,165,1183,2,2,4,0,3,3,43,3,539
66652fbf293428f1f44f5ea2,2020-04-02,Kelantan,1614,309,1570,1,2,3,9,5,14,89,22,689
66652fbf293428f1f44f5ea3,2020-04-02,Melaka,1091,95,1065,1,0,1,0,2,2,51,7,13
66652fbf293428f1f44f5ea4,2020-04-02,Negeri Sembilan,1223,262,1205,1,15,16,1,3,4,140,2,519
66652fbf293428f1f44f5ea5,2020-04-02,Pahang,1669,504,1622,5,13,18,14,8,22,70,41,602
66652fbf293428f1f44f5ea6,2020-04-02,Perak,2619,322,2551,9,3,12,6,17,23,140,37,1075
66652fbf293428f1f44f5ea7,2020-04-02,Perlis,508,12,495,0,0,0,0,0,0,1,6,241
66652fbf293428f1f44f5ea8,2020-04-02,Pulau Pinang,1158,86,1132,2,2,4,0,5,5,28,2,465
66652fbf293428f1f44f5ea9,2020-04-02,Sabah,2554,690,2478,6,0,6,11,2,13,195,80,1109
66652fbf293428f1f44f5eaa,2020-04-02,Sarawak,2390,418,2327,10,6,16,1,0,1,76,46,1093
66652fbf293428f1f44f5eab,2020-04-02,Selangor,887,476,783,6,58,64,11,24,35,316,39,35
66652fbf293428f1f44f5eac,2020-04-02,Terengganu,1232,215,1209,0,0,0,2,2,4,41,83,556
66652fbf293428f1f44f5ead,2020-04-02,W.P. Kuala Lumpur,3458,544,3425,5,13,18,3,13,16,235,30,888
66652fbf293428f1f44f5eae,2020-04-02,W.P. Labuan,122,15,115,2,0,2,0,0,0,0,5,67
66652fbf293428f1f44f5eaf,2020-04-03,Johor,2646,474,2579,5,15,20,12,9,21,252,79,14
66652fbf293428f1f44f5eb0,2020-04-03,Kedah,1218,165,1183,1,0,1,0,5,5,38,5,512
66652fbf293428f1f44f5eb1,2020-04-03,Kelantan,1614,309,1570,5,3,8,7,17,24,75,19,678
66652fbf293428f1f44f5eb2,2020-04-03,Melaka,1091,117,1065,2,5,7,0,1,1,58,5,556
66652fbf293428f1f44f5eb3,2020-04-03,Negeri Sembilan,1223,262,1205,2,4,6,0,10,10,134,4,415
66652fbf293428f1f44f5eb4,2020-04-03,Pahang,1669,504,1622,3,3,6,8,4,12,68,38,594
66652fbf293428f1f44f5eb5,2020-04-03,Perak,2619,326,2551,7,5,12,6,10,16,135,31,1096
66652fbf293428f1f44f5eb6,2020-04-03,Perlis,508,12,495,1,0,1,0,0,0,1,7,240
66652fbf293428f1f44f5eb7,2020-04-03,Pulau Pinang,1158,86,1132,1,0,1,2,1,3,22,1,452
66652fbf293428f1f44f5eb8,2020-04-03,Sabah,2554,690,2478,22,5,27,16,12,28,190,87,1100
66652fbf293428f1f44f5eb9,2020-04-03,Sarawak,2390,418,2327,25,18,43,4,2,6,86,66,1122
66652fbf293428f1f44f5eba,2020-04-03,Selangor,887,476,783,10,50,60,15,38,53,327,33,34
66652fbf293428f1f44f5ebb,2020-04-03,Terengganu,1232,215,1209,1,4,5,5,0,5,46,78,550
66652fbf293428f1f44f5ebc,2020-04-03,W.P. Kuala Lumpur,3422,585,3389,11,49,60,2,12,14,289,27,1078
66652fbf293428f1f44f5ebd,2020-04-03,W.P. Labuan,122,15,115,0,0,0,2,0,2,0,3,68
66652fbf293428f1f44f5ebe,2020-04-04,Johor,2646,474,2579,5,17,22,10,10,20,249,91,10
66652fbf293428f1f44f5ebf,2020-04-04,Kedah,1218,165,1183,1,0,1,2,5,7,33,3,496
66652fbf293428f1f44f5ec0,2020-04-04,Kelantan,1614,309,1570,1,3,4,5,8,13,69,15,662
66652fbf293428f1f44f5ec1,2020-04-04,Melaka,1091,215,1065,0,2,2,0,2,2,60,2,531
66652fbf293428f1f44f5ec2,2020-04-04,Negeri Sembilan,1223,262,1205,2,3,5,3,4,7,129,5,484
66652fbf293428f1f44f5ec3,2020-04-04,Pahang,1669,504,1622,7,32,39,21,1,22,98,20,558
66652fbf293428f1f44f5ec4,2020-04-04,Perak,2619,326,2551,7,1,8,15,19,34,117,22,1119
66652fbf293428f1f44f5ec5,2020-04-04,Perlis,508,12,495,0,0,0,0,0,0,1,7,224
66652fbf293428f1f44f5ec6,2020-04-04,Pulau Pinang,1158,86,1132,0,1,1,2,3,5,21,0,446
66652fbf293428f1f44f5ec7,2020-04-04,Sabah,2554,690,2478,6,9,15,5,21,26,177,89,1100
66652fbf293428f1f44f5ec8,2020-04-04,Sarawak,2390,418,2327,19,36,55,8,3,11,121,62,1086
66652fbf293428f1f44f5ec9,2020-04-04,Selangor,887,476,783,31,43,74,18,31,49,325,51,33
66652fbf293428f1f44f5eca,2020-04-04,Terengganu,1232,215,1209,1,14,15,6,0,6,60,73,547
66652fbf293428f1f44f5ecb,2020-04-04,W.P. Kuala Lumpur,3426,598,3393,4,14,18,1,16,17,270,33,1089
66652fbf293428f1f44f5ecc,2020-04-04,W.P. Labuan,122,15,115,1,0,1,1,0,1,0,3,72
66652fbf293428f1f44f5ecd,2020-04-05,Johor,2646,474,2579,12,9,21,2,9,11,246,92,18
66652fbf293428f1f44f5ece,2020-04-05,Kedah,1218,165,1183,0,0,0,0,6,6,27,3,537
66652fbf293428f1f44f5ecf,2020-04-05,Kelantan,1614,309,1570,1,4,5,4,11,15,62,12,665
66652fbf293428f1f44f5ed0,2020-04-05,Melaka,1091,203,1065,6,1,7,0,1,1,57,10,532
66652fbf293428f1f44f5ed1,2020-04-05,Negeri Sembilan,1223,262,1205,1,9,10,1,19,20,116,3,475
66652fbf293428f1f44f5ed2,2020-04-05,Pahang,1669,504,1622,6,8,14,4,14,18,92,22,559
66652fbf293428f1f44f5ed3,2020-04-05,Perak,2619,326,2551,14,5,19,4,15,19,107,32,1116
66652fbf293428f1f44f5ed4,2020-04-05,Perlis,508,12,495,1,1,2,0,0,0,2,8,219
66652fbf293428f1f44f5ed5,2020-04-05,Pulau Pinang,1158,86,1132,0,2,2,0,4,4,20,0,430
66652fbf293428f1f44f5ed6,2020-04-05,Sabah,2554,706,2478,6,8,14,9,4,13,181,86,1084
66652fbf293428f1f44f5ed7,2020-04-05,Sarawak,2390,418,2327,12,15,27,5,6,11,95,70,1077
66652fbf293428f1f44f5ed8,2020-04-05,Selangor,887,476,783,23,52,75,19,32,51,338,61,32
66652fbf293428f1f44f5ed9,2020-04-05,Terengganu,1232,215,1209,7,9,16,23,7,30,65,46,555
66652fbf293428f1f44f5eda,2020-04-05,W.P. Kuala Lumpur,3426,631,3393,8,16,24,3,13,16,278,30,1039
66652fbf293428f1f44f5edb,2020-04-05,W.P. Labuan,122,15,115,1,0,1,0,0,0,0,4,61
66652fbf293428f1f44f5edc,2020-04-06,Johor,2646,586,2579,3,19,22,13,27,40,245,57,22
66652fbf293428f1f44f5edd,2020-04-06,Kedah,1218,176,1183,0,1,1,2,0,2,28,1,522
66652fbf293428f1f44f5ede,2020-04-06,Kelantan,1614,309,1570,1,0,1,5,12,17,50,8,683
66652fbf293428f1f44f5edf,2020-04-06,Melaka,1091,158,1039,0,14,14,0,1,1,89,8,527
66652fbf293428f1f44f5ee0,2020-04-06,Negeri Sembilan,1223,262,1205,3,19,22,1,17,18,112,4,493
66652fbf293428f1f44f5ee1,2020-04-06,Pahang,1669,504,1622,15,6,21,6,7,13,91,31,547
66652fbf293428f1f44f5ee2,2020-04-06,Perak,2619,326,2551,9,0,9,4,13,17,97,37,1120
66652fbf293428f1f44f5ee3,2020-04-06,Perlis,508,12,495,0,0,0,0,0,0,2,4,227
66652fbf293428f1f44f5ee4,2020-04-06,Pulau Pinang,1158,86,1132,0,0,0,0,2,2,18,0,429
66652fbf293428f1f44f5ee5,2020-04-06,Sabah,2554,714,2478,10,8,18,11,10,21,178,89,1068
66652fbf293428f1f44f5ee6,2020-04-06,Sarawak,2390,418,2327,20,18,38,18,7,25,104,67,1056
66652fbf293428f1f44f5ee7,2020-04-06,Selangor,887,476,783,13,39,52,29,68,97,302,49,30
66652fbf293428f1f44f5ee8,2020-04-06,Terengganu,1232,260,1209,3,12,15,14,5,19,71,43,608
66652fbf293428f1f44f5ee9,2020-04-06,W.P. Kuala Lumpur,3426,646,3393,17,17,34,8,19,27,295,41,1066
66652fbf293428f1f44f5eea,2020-04-06,W.P. Labuan,122,15,115,1,0,1,1,0,1,0,4,57
66652fbf293428f1f44f5eeb,2020-04-07,Johor,2646,586,2579,8,29,37,4,19,23,253,64,11
66652fbf293428f1f44f5eec,2020-04-07,Kedah,1218,170,1183,0,7,7,0,4,4,31,1,536
66652fbf293428f1f44f5eed,2020-04-07,Kelantan,1614,309,1570,9,3,12,3,7,10,46,14,693
66652fbf293428f1f44f5eee,2020-04-07,Melaka,1091,158,1039,1,9,10,0,1,1,78,9,568
66652fbf293428f1f44f5eef,2020-04-07,Negeri Sembilan,1223,430,1205,1,23,24,0,11,11,124,1,492
66652fbf293428f1f44f5ef0,2020-04-07,Pahang,1669,504,1622,8,3,11,2,9,11,87,29,590
66652fbf293428f1f44f5ef1,2020-04-07,Perak,2619,323,2551,6,19,25,5,18,23,98,38,1132
66652fbf293428f1f44f5ef2,2020-04-07,Perlis,508,12,495,1,3,4,1,0,1,5,4,225
66652fbf293428f1f44f5ef3,2020-04-07,Pulau Pinang,1158,86,1132,2,1,3,1,2,3,17,1,469
66652fbf293428f1f44f5ef4,2020-04-07,Sabah,2554,639,2478,7,1,8,10,24,34,117,77,1083
66652fbf293428f1f44f5ef5,2020-04-07,Sarawak,2390,418,2327,16,17,33,14,6,20,104,68,1120
66652fbf293428f1f44f5ef6,2020-04-07,Selangor,887,476,783,31,34,65,7,60,67,273,59,44
66652fbf293428f1f44f5ef7,2020-04-07,Terengganu,1232,246,1209,5,8,13,13,7,20,69,33,607
66652fbf293428f1f44f5ef8,2020-04-07,W.P. Kuala Lumpur,3426,735,3393,9,12,21,6,5,11,279,46,1090
66652fbf293428f1f44f5ef9,2020-04-07,W.P. Labuan,122,15,115,0,0,0,1,0,1,0,3,53
66652fbf293428f1f44f5efa,2020-04-08,Johor,2646,586,2579,5,18,23,6,14,20,247,62,11
66652fbf293428f1f44f5efb,2020-04-08,Kedah,1218,170,1183,2,4,6,0,10,10,25,3,556
66652fbf293428f1f44f5efc,2020-04-08,Kelantan,1614,309,1570,3,3,6,9,14,23,35,8,724
66652fbf293428f1f44f5efd,2020-04-08,Melaka,1091,158,1039,1,9,10,0,1,1,78,9,570
66652fbf293428f1f44f5efe,2020-04-08,Negeri Sembilan,1223,430,1205,2,8,10,0,22,22,108,3,504
66652fbf293428f1f44f5eff,2020-04-08,Pahang,1669,504,1622,3,3,6,6,7,13,87,28,640
66652fbf293428f1f44f5f00,2020-04-08,Perak,2619,323,2551,2,3,5,1,7,8,95,15,747
66652fbf293428f1f44f5f01,2020-04-08,Perlis,508,12,495,0,0,0,0,0,0,5,4,213
66652fbf293428f1f44f5f02,2020-04-08,Pulau Pinang,1158,86,1132,0,6,6,0,4,4,20,1,465
66652fbf293428f1f44f5f03,2020-04-08,Sabah,2554,639,2478,10,5,15,6,3,9,117,71,1132
66652fbf293428f1f44f5f04,2020-04-08,Sarawak,2390,418,2327,15,9,24,8,9,17,81,69,1085
66652fbf293428f1f44f5f05,2020-04-08,Selangor,887,476,783,32,64,96,23,41,64,268,85,62
66652fbf293428f1f44f5f06,2020-04-08,Terengganu,1232,247,1209,5,7,12,3,5,8,74,40,617
66652fbf293428f1f44f5f07,2020-04-08,W.P. Kuala Lumpur,3560,665,3527,9,10,19,6,41,47,254,43,1124
66652fbf293428f1f44f5f08,2020-04-08,W.P. Labuan,122,15,115,0,0,0,1,0,1,0,2,54
66652fbf293428f1f44f5f09,2020-04-09,Johor,2646,586,2579,8,12,20,6,27,33,236,64,12
66652fbf293428f1f44f5f0a,2020-04-09,Kedah,1218,170,1183,2,0,2,1,4,5,23,2,544
66652fbf293428f1f44f5f0b,2020-04-09,Kelantan,1614,309,1570,5,1,6,1,3,4,33,12,736
66652fbf293428f1f44f5f0c,2020-04-09,Melaka,1091,158,1039,2,10,12,1,1,2,87,5,552
66652fbf293428f1f44f5f0d,2020-04-09,Negeri Sembilan,1223,430,1205,1,11,12,0,12,12,100,5,506
66652fbf293428f1f44f5f0e,2020-04-09,Pahang,1669,504,1622,4,13,17,4,7,11,90,25,676
66652fbf293428f1f44f5f0f,2020-04-09,Perak,2619,323,2549,2,4,6,3,15,18,84,14,1164
66652fbf293428f1f44f5f10,2020-04-09,Perlis,508,12,495,0,0,0,0,0,0,5,3,231
66652fbf293428f1f44f5f11,2020-04-09,Pulau Pinang,1158,86,1132,2,0,2,1,2,3,18,2,470
