_id,date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
66652fc9293428f1f44fbbec,2020-03-24,Johor,10,22,32,10,11,2,0,0,1,0,0,0,8,0
66652fc9293428f1f44fbbed,2020-03-24,Kedah,35,0,35,16,34,0,2,1,12,1,1,0,19,0
66652fc9293428f1f44fbbee,2020-03-24,Kelantan,39,0,39,20,42,4,1,0,20,1,0,0,26,0
66652fc9293428f1f44fbbef,2020-03-24,Melaka,26,0,26,12,23,4,0,2,12,0,1,0,13,5
66652fc9293428f1f44fbbf0,2020-03-24,Negeri Sembilan,18,0,18,10,14,9,0,0,8,0,0,0,1,6
66652fc9293428f1f44fbbf1,2020-03-24,Pahang,21,0,21,7,37,4,2,0,14,1,0,0,32,1
66652fc9293428f1f44fbbf2,2020-03-24,Perak,39,0,39,17,50,14,24,2,6,4,2,0,37,9
66652fc9293428f1f44fbbf3,2020-03-24,Perlis,13,0,13,4,17,8,0,0,8,0,0,0,16,4
66652fc9293428f1f44fbbf4,2020-03-24,Pulau Pinang,26,0,26,6,28,7,0,0,8,0,0,0,20,4
66652fc9293428f1f44fbbf5,2020-03-24,Sabah,66,4,70,60,66,16,1,0,35,1,0,0,41,7
66652fc9293428f1f44fbbf6,2020-03-24,Sarawak,51,12,63,26,64,20,7,1,29,7,1,0,47,7
66652fc9293428f1f44fbbf7,2020-03-24,Selangor,42,62,104,42,56,7,23,0,2,12,0,0,56,0
66652fc9293428f1f44fbbf8,2020-03-24,Terengganu,23,0,23,12,33,3,0,0,14,0,0,0,23,3
66652fc9293428f1f44fbbf9,2020-03-24,W.P. Kuala Lumpur,33,0,33,30,43,16,9,0,1,9,0,0,10,0
66652fc9293428f1f44fbbfa,2020-03-24,W.P. Labuan,5,2,7,0,5,2,0,0,2,0,0,0,0,1
66652fc9293428f1f44fbbfb,2020-03-25,Johor,10,22,32,10,11,2,2,0,1,1,0,0,1,0
66652fc9293428f1f44fbbfc,2020-03-25,Kedah,35,0,35,16,34,0,3,0,14,2,0,0,21,0
66652fc9293428f1f44fbbfd,2020-03-25,Kelantan,44,0,44,20,47,4,3,2,32,2,0,0,36,0
66652fc9293428f1f44fbbfe,2020-03-25,Melaka,26,0,26,12,23,4,0,1,8,0,1,0,15,0
66652fc9293428f1f44fbbff,2020-03-25,Negeri Sembilan,18,0,18,10,14,9,1,0,7,0,0,0,5,7
66652fc9293428f1f44fbc00,2020-03-25,Pahang,21,0,21,7,37,4,2,0,13,2,0,0,33,1
66652fc9293428f1f44fbc01,2020-03-25,Perak,47,0,47,17,60,14,8,0,16,7,0,0,33,7
66652fc9293428f1f44fbc02,2020-03-25,Perlis,13,0,13,4,17,8,0,0,9,0,0,0,16,4
66652fc9293428f1f44fbc03,2020-03-25,Pulau Pinang,26,0,26,6,28,7,1,0,8,1,0,0,18,0
66652fc9293428f1f44fbc04,2020-03-25,Sabah,66,4,70,60,66,16,1,0,24,1,0,0,27,5
66652fc9293428f1f44fbc05,2020-03-25,Sarawak,51,12,63,26,64,20,10,0,29,9,0,0,46,3
66652fc9293428f1f44fbc06,2020-03-25,Selangor,42,62,104,42,56,7,19,0,4,15,0,0,56,7
66652fc9293428f1f44fbc07,2020-03-25,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,21,3
66652fc9293428f1f44fbc08,2020-03-25,W.P. Kuala Lumpur,33,0,33,30,43,16,10,0,0,10,0,0,10,0
66652fc9293428f1f44fbc09,2020-03-25,W.P. Labuan,5,2,7,0,5,2,0,0,2,0,0,0,0,0
66652fc9293428f1f44fbc0a,2020-03-26,Johor,10,22,32,10,11,2,3,2,0,1,0,0,1,0
66652fc9293428f1f44fbc0b,2020-03-26,Kedah,35,0,35,16,34,0,3,1,14,2,1,0,22,0
66652fc9293428f1f44fbc0c,2020-03-26,Kelantan,44,0,44,20,47,4,4,2,23,1,2,0,33,0
66652fc9293428f1f44fbc0d,2020-03-26,Melaka,26,0,26,12,23,4,0,2,14,0,1,0,5,1
66652fc9293428f1f44fbc0e,2020-03-26,Negeri Sembilan,18,0,18,10,14,9,3,0,5,2,0,0,2,0
66652fc9293428f1f44fbc0f,2020-03-26,Pahang,21,0,21,7,37,4,2,0,11,2,0,0,32,0
66652fc9293428f1f44fbc10,2020-03-26,Perak,47,0,47,17,60,14,9,2,14,8,2,0,42,0
66652fc9293428f1f44fbc11,2020-03-26,Perlis,13,0,13,4,17,8,0,1,7,0,1,0,15,0
66652fc9293428f1f44fbc12,2020-03-26,Pulau Pinang,26,0,26,6,28,7,1,0,9,1,0,0,19,2
66652fc9293428f1f44fbc13,2020-03-26,Sabah,66,4,70,60,66,16,3,1,22,2,1,0,31,0
66652fc9293428f1f44fbc14,2020-03-26,Sarawak,51,12,63,26,64,20,10,1,24,9,1,0,34,4
66652fc9293428f1f44fbc15,2020-03-26,Selangor,42,62,104,42,56,7,24,2,1,12,0,0,56,7
66652fc9293428f1f44fbc16,2020-03-26,Terengganu,23,0,23,12,33,3,0,0,16,0,0,0,21,0
66652fc9293428f1f44fbc17,2020-03-26,W.P. Kuala Lumpur,33,0,33,30,43,16,9,0,16,9,0,0,35,0
66652fc9293428f1f44fbc18,2020-03-26,W.P. Labuan,5,2,7,0,5,2,0,0,4,0,0,0,3,0
66652fc9293428f1f44fbc19,2020-03-27,Johor,10,22,32,10,11,2,5,0,0,2,0,0,2,0
66652fc9293428f1f44fbc1a,2020-03-27,Kedah,35,0,35,16,34,0,2,1,11,2,1,0,21,0
66652fc9293428f1f44fbc1b,2020-03-27,Kelantan,44,0,44,20,47,4,5,3,28,1,3,0,36,0
66652fc9293428f1f44fbc1c,2020-03-27,Melaka,26,0,26,12,23,4,0,2,14,0,1,0,22,0
66652fc9293428f1f44fbc1d,2020-03-27,Negeri Sembilan,18,0,18,10,14,9,4,0,2,4,0,0,6,0
66652fc9293428f1f44fbc1e,2020-03-27,Pahang,21,0,21,7,37,4,2,0,12,2,0,0,32,0
66652fc9293428f1f44fbc1f,2020-03-27,Perak,47,0,47,17,60,14,9,2,16,7,2,0,48,0
66652fc9293428f1f44fbc20,2020-03-27,Perlis,13,0,13,4,17,8,0,1,5,0,1,0,13,0
66652fc9293428f1f44fbc21,2020-03-27,Pulau Pinang,26,0,26,6,28,7,1,0,8,1,0,0,20,0
66652fc9293428f1f44fbc22,2020-03-27,Sabah,66,4,70,60,66,16,3,1,17,2,1,0,25,0
66652fc9293428f1f44fbc23,2020-03-27,Sarawak,51,12,63,26,64,20,10,2,35,9,2,0,55,0
66652fc9293428f1f44fbc24,2020-03-27,Selangor,42,62,104,42,56,7,25,2,2,14,0,0,56,0
66652fc9293428f1f44fbc25,2020-03-27,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,23,0
66652fc9293428f1f44fbc26,2020-03-27,W.P. Kuala Lumpur,33,0,33,30,43,16,9,0,16,8,0,0,35,0
66652fc9293428f1f44fbc27,2020-03-27,W.P. Labuan,5,2,7,0,5,2,0,0,0,0,0,0,0,0
66652fc9293428f1f44fbc28,2020-03-28,Johor,37,30,67,10,47,12,9,0,9,7,0,0,37,0
66652fc9293428f1f44fbc29,2020-03-28,Kedah,35,0,35,16,34,0,4,2,10,3,2,0,22,0
66652fc9293428f1f44fbc2a,2020-03-28,Kelantan,44,0,44,25,47,4,5,4,27,1,2,0,39,0
66652fc9293428f1f44fbc2b,2020-03-28,Melaka,26,0,26,12,23,4,0,2,15,0,1,0,18,0
66652fc9293428f1f44fbc2c,2020-03-28,Negeri Sembilan,18,0,18,10,22,9,5,0,4,4,0,0,0,0
66652fc9293428f1f44fbc2d,2020-03-28,Pahang,47,0,47,33,63,4,2,1,23,2,1,0,55,0
66652fc9293428f1f44fbc2e,2020-03-28,Perak,68,0,68,46,86,14,10,3,41,9,3,0,70,0
66652fc9293428f1f44fbc2f,2020-03-28,Perlis,13,0,13,4,17,8,0,1,5,0,1,0,13,0
66652fc9293428f1f44fbc30,2020-03-28,Pulau Pinang,26,0,26,6,28,7,1,0,8,1,0,0,18,0
66652fc9293428f1f44fbc31,2020-03-28,Sabah,66,4,70,56,66,16,4,0,23,3,0,0,32,0
66652fc9293428f1f44fbc32,2020-03-28,Sarawak,51,12,63,14,64,20,12,0,28,10,0,0,49,0
66652fc9293428f1f44fbc33,2020-03-28,Selangor,42,62,104,42,56,7,31,2,0,18,1,0,33,0
66652fc9293428f1f44fbc34,2020-03-28,Terengganu,23,0,23,12,33,3,0,0,14,0,0,0,21,0
66652fc9293428f1f44fbc35,2020-03-28,W.P. Kuala Lumpur,33,0,33,30,43,16,11,0,13,7,0,0,34,0
66652fc9293428f1f44fbc36,2020-03-28,W.P. Labuan,5,2,7,0,5,2,0,0,0,0,0,0,0,0
66652fc9293428f1f44fbc37,2020-03-29,Johor,37,30,67,10,47,12,8,0,8,6,0,0,37,0
66652fc9293428f1f44fbc38,2020-03-29,Kedah,35,0,35,16,34,0,5,0,9,3,0,0,18,0
66652fc9293428f1f44fbc39,2020-03-29,Kelantan,44,0,44,25,47,4,6,6,24,1,3,0,34,0
66652fc9293428f1f44fbc3a,2020-03-29,Melaka,26,0,26,12,23,4,0,0,14,0,0,0,3,0
66652fc9293428f1f44fbc3b,2020-03-29,Negeri Sembilan,18,0,18,10,22,9,5,0,2,3,0,0,5,0
66652fc9293428f1f44fbc3c,2020-03-29,Pahang,47,0,47,33,63,4,6,0,18,2,0,0,54,0
66652fc9293428f1f44fbc3d,2020-03-29,Perak,68,0,68,46,86,14,11,3,35,7,3,0,66,0
66652fc9293428f1f44fbc3e,2020-03-29,Perlis,13,0,13,4,17,8,0,1,8,0,1,0,16,0
66652fc9293428f1f44fbc3f,2020-03-29,Pulau Pinang,26,0,26,6,28,7,1,0,9,1,0,0,20,0
66652fc9293428f1f44fbc40,2020-03-29,Sabah,66,4,70,56,66,16,3,0,20,2,0,0,29,0
66652fc9293428f1f44fbc41,2020-03-29,Sarawak,51,12,63,14,64,20,13,0,30,10,0,0,50,0
66652fc9293428f1f44fbc42,2020-03-29,Selangor,42,62,104,42,56,7,30,2,0,19,1,0,32,0
66652fc9293428f1f44fbc43,2020-03-29,Terengganu,23,0,23,12,33,3,0,0,12,0,0,0,21,0
66652fc9293428f1f44fbc44,2020-03-29,W.P. Kuala Lumpur,33,0,33,30,43,16,9,0,16,6,0,0,34,0
66652fc9293428f1f44fbc45,2020-03-29,W.P. Labuan,5,2,7,0,5,2,0,0,4,0,0,0,2,0
66652fc9293428f1f44fbc46,2020-03-30,Johor,37,30,67,10,47,12,6,0,6,1,0,0,36,0
66652fc9293428f1f44fbc47,2020-03-30,Kedah,35,0,35,16,34,0,5,1,10,3,1,0,20,0
66652fc9293428f1f44fbc48,2020-03-30,Kelantan,44,0,44,25,47,4,5,3,26,1,2,0,37,0
66652fc9293428f1f44fbc49,2020-03-30,Melaka,26,0,26,12,23,4,0,2,18,0,1,0,21,0
66652fc9293428f1f44fbc4a,2020-03-30,Negeri Sembilan,18,0,18,10,22,9,5,0,1,2,0,0,6,0
66652fc9293428f1f44fbc4b,2020-03-30,Pahang,47,0,47,33,63,4,2,0,23,2,0,0,52,0
66652fc9293428f1f44fbc4c,2020-03-30,Perak,68,0,68,46,86,14,8,1,35,6,1,0,48,0
66652fc9293428f1f44fbc4d,2020-03-30,Perlis,13,0,13,4,17,8,1,1,8,1,1,0,17,0
66652fc9293428f1f44fbc4e,2020-03-30,Pulau Pinang,26,0,26,6,28,7,1,0,7,0,0,0,23,0
66652fc9293428f1f44fbc4f,2020-03-30,Sabah,66,4,70,56,66,16,3,1,23,3,0,0,32,0
66652fc9293428f1f44fbc50,2020-03-30,Sarawak,51,12,63,14,64,20,14,2,25,9,1,0,46,0
66652fc9293428f1f44fbc51,2020-03-30,Selangor,42,62,104,42,56,7,30,0,0,18,0,0,30,0
66652fc9293428f1f44fbc52,2020-03-30,Terengganu,23,0,23,12,33,3,0,1,13,0,1,0,23,0
66652fc9293428f1f44fbc53,2020-03-30,W.P. Kuala Lumpur,33,0,33,33,43,16,10,0,12,8,0,0,33,0
66652fc9293428f1f44fbc54,2020-03-30,W.P. Labuan,5,2,7,0,5,2,0,0,5,0,0,0,2,0
66652fc9293428f1f44fbc55,2020-03-31,Johor,37,30,67,0,47,12,8,0,4,1,0,0,29,0
66652fc9293428f1f44fbc56,2020-03-31,Kedah,35,0,35,16,34,0,6,0,10,3,0,0,21,0
66652fc9293428f1f44fbc57,2020-03-31,Kelantan,44,0,44,25,47,4,4,3,30,1,0,0,33,0
66652fc9293428f1f44fbc58,2020-03-31,Melaka,26,0,26,12,23,4,1,2,17,0,1,0,21,0
66652fc9293428f1f44fbc59,2020-03-31,Negeri Sembilan,18,0,18,10,22,9,5,0,2,2,0,0,4,0
66652fc9293428f1f44fbc5a,2020-03-31,Pahang,47,0,47,33,63,4,4,0,22,3,0,0,57,0
66652fc9293428f1f44fbc5b,2020-03-31,Perak,68,0,68,46,86,14,8,2,38,6,2,0,70,0
66652fc9293428f1f44fbc5c,2020-03-31,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,17,0
66652fc9293428f1f44fbc5d,2020-03-31,Pulau Pinang,26,0,26,6,28,7,1,0,9,0,0,0,25,0
66652fc9293428f1f44fbc5e,2020-03-31,Sabah,66,10,76,50,66,16,3,0,25,3,0,0,33,0
66652fc9293428f1f44fbc5f,2020-03-31,Sarawak,51,12,63,14,64,20,12,2,28,9,2,0,51,0
66652fc9293428f1f44fbc60,2020-03-31,Selangor,42,62,104,42,56,7,29,1,0,17,1,0,30,0
66652fc9293428f1f44fbc61,2020-03-31,Terengganu,23,0,23,12,33,3,0,1,14,0,1,0,23,0
66652fc9293428f1f44fbc62,2020-03-31,W.P. Kuala Lumpur,33,0,33,33,43,16,11,0,14,10,0,0,35,0
66652fc9293428f1f44fbc63,2020-03-31,W.P. Labuan,5,2,7,0,5,2,0,0,3,0,0,0,2,0
66652fc9293428f1f44fbc64,2020-04-01,Johor,37,30,67,0,47,12,8,0,10,1,0,0,36,0
66652fc9293428f1f44fbc65,2020-04-01,Kedah,35,0,35,16,34,0,7,0,10,4,0,0,22,0
66652fc9293428f1f44fbc66,2020-04-01,Kelantan,44,0,44,25,47,4,5,1,25,1,1,0,31,0
66652fc9293428f1f44fbc67,2020-04-01,Melaka,26,0,26,12,23,4,1,2,19,1,0,0,23,0
66652fc9293428f1f44fbc68,2020-04-01,Negeri Sembilan,18,0,18,10,22,9,5,0,2,3,0,0,7,0
66652fc9293428f1f44fbc69,2020-04-01,Pahang,47,0,47,33,63,4,4,1,25,3,1,0,54,0
66652fc9293428f1f44fbc6a,2020-04-01,Perak,68,0,68,46,86,14,7,1,41,3,1,0,66,0
66652fc9293428f1f44fbc6b,2020-04-01,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,17,0
66652fc9293428f1f44fbc6c,2020-04-01,Pulau Pinang,26,0,26,6,28,7,1,0,8,0,0,0,25,0
66652fc9293428f1f44fbc6d,2020-04-01,Sabah,66,10,76,50,66,16,3,0,25,3,0,0,35,0
66652fc9293428f1f44fbc6e,2020-04-01,Sarawak,51,12,63,14,64,20,13,1,30,10,1,0,49,0
66652fc9293428f1f44fbc6f,2020-04-01,Selangor,42,62,104,42,56,7,31,1,0,18,1,0,32,0
66652fc9293428f1f44fbc70,2020-04-01,Terengganu,23,0,23,12,33,3,0,1,12,0,1,0,23,0
66652fc9293428f1f44fbc71,2020-04-01,W.P. Kuala Lumpur,33,0,33,30,43,16,10,0,13,9,0,0,35,0
66652fc9293428f1f44fbc72,2020-04-01,W.P. Labuan,5,2,7,0,5,2,0,0,4,0,0,0,3,0
66652fc9293428f1f44fbc73,2020-04-02,Johor,37,30,67,0,47,12,9,0,10,1,0,0,31,0
66652fc9293428f1f44fbc74,2020-04-02,Kedah,35,0,35,16,34,0,5,0,8,4,0,0,18,0
66652fc9293428f1f44fbc75,2020-04-02,Kelantan,44,0,44,25,47,4,4,1,29,1,0,0,35,0
66652fc9293428f1f44fbc76,2020-04-02,Melaka,26,0,26,12,23,4,1,2,13,1,0,0,18,0
66652fc9293428f1f44fbc77,2020-04-02,Negeri Sembilan,18,0,18,10,22,9,5,0,2,3,0,0,7,0
66652fc9293428f1f44fbc78,2020-04-02,Pahang,47,0,47,33,63,4,3,0,25,3,0,0,55,0
66652fc9293428f1f44fbc79,2020-04-02,Perak,68,0,68,46,86,14,6,2,38,4,2,0,56,0
66652fc9293428f1f44fbc7a,2020-04-02,Perlis,13,0,13,4,17,8,1,0,10,1,0,0,17,0
66652fc9293428f1f44fbc7b,2020-04-02,Pulau Pinang,26,0,26,6,28,7,0,0,9,0,0,0,21,0
66652fc9293428f1f44fbc7c,2020-04-02,Sabah,66,10,76,50,66,16,3,0,25,3,0,0,33,0
66652fc9293428f1f44fbc7d,2020-04-02,Sarawak,51,12,63,14,64,20,15,1,26,9,1,0,44,0
66652fc9293428f1f44fbc7e,2020-04-02,Selangor,42,62,104,42,56,7,29,1,0,16,1,0,30,0
66652fc9293428f1f44fbc7f,2020-04-02,Terengganu,23,0,23,12,33,3,0,0,12,0,0,0,23,0
66652fc9293428f1f44fbc80,2020-04-02,W.P. Kuala Lumpur,33,0,33,30,43,16,12,0,16,9,0,0,35,0
66652fc9293428f1f44fbc81,2020-04-02,W.P. Labuan,5,2,7,0,5,2,0,0,3,0,0,0,1,0
66652fc9293428f1f44fbc82,2020-04-03,Johor,37,30,67,0,47,12,9,0,8,1,0,0,34,0
66652fc9293428f1f44fbc83,2020-04-03,Kedah,35,0,35,16,34,0,5,0,8,4,0,0,18,0
66652fc9293428f1f44fbc84,2020-04-03,Kelantan,44,0,44,25,47,4,3,2,25,0,1,0,33,0
66652fc9293428f1f44fbc85,2020-04-03,Melaka,26,0,26,12,23,4,1,2,13,1,0,0,21,0
66652fc9293428f1f44fbc86,2020-04-03,Negeri Sembilan,18,0,18,10,22,9,3,0,3,3,0,0,9,0
66652fc9293428f1f44fbc87,2020-04-03,Pahang,47,0,47,33,63,4,4,0,22,3,0,0,55,0
66652fc9293428f1f44fbc88,2020-04-03,Perak,68,0,68,46,86,14,4,3,40,4,3,0,57,0
66652fc9293428f1f44fbc89,2020-04-03,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,17,0
66652fc9293428f1f44fbc8a,2020-04-03,Pulau Pinang,26,0,26,6,28,7,0,0,8,0,0,0,24,0
66652fc9293428f1f44fbc8b,2020-04-03,Sabah,66,10,76,50,66,16,3,1,26,3,0,0,34,0
66652fc9293428f1f44fbc8c,2020-04-03,Sarawak,51,12,63,14,64,20,13,4,24,7,4,0,50,0
66652fc9293428f1f44fbc8d,2020-04-03,Selangor,42,62,104,42,56,7,29,2,0,15,1,0,31,0
66652fc9293428f1f44fbc8e,2020-04-03,Terengganu,23,0,23,12,33,3,0,0,14,0,0,0,23,0
66652fc9293428f1f44fbc8f,2020-04-03,W.P. Kuala Lumpur,33,0,33,30,43,16,12,0,16,7,0,0,35,0
66652fc9293428f1f44fbc90,2020-04-03,W.P. Labuan,5,2,7,0,5,2,0,0,5,0,0,0,2,0
66652fc9293428f1f44fbc91,2020-04-04,Johor,37,30,67,0,47,12,9,0,10,0,0,0,31,0
66652fc9293428f1f44fbc92,2020-04-04,Kedah,35,0,35,16,34,0,5,0,10,4,0,0,19,0
66652fc9293428f1f44fbc93,2020-04-04,Kelantan,44,0,44,25,47,4,5,2,27,1,1,0,29,0
66652fc9293428f1f44fbc94,2020-04-04,Melaka,26,0,26,12,23,4,1,1,14,1,0,0,21,0
66652fc9293428f1f44fbc95,2020-04-04,Negeri Sembilan,18,0,18,10,22,9,4,0,3,3,0,0,5,0
66652fc9293428f1f44fbc96,2020-04-04,Pahang,47,0,47,33,63,4,3,0,24,2,0,0,51,0
66652fc9293428f1f44fbc97,2020-04-04,Perak,68,0,68,46,86,14,4,2,43,4,2,0,62,0
66652fc9293428f1f44fbc98,2020-04-04,Perlis,13,0,13,4,17,8,1,0,10,1,0,0,17,0
66652fc9293428f1f44fbc99,2020-04-04,Pulau Pinang,26,0,26,6,28,7,0,0,9,0,0,0,25,0
66652fc9293428f1f44fbc9a,2020-04-04,Sabah,66,10,76,50,66,16,2,0,26,2,0,0,33,0
66652fc9293428f1f44fbc9b,2020-04-04,Sarawak,51,12,63,14,64,20,11,1,22,7,1,0,44,0
66652fc9293428f1f44fbc9c,2020-04-04,Selangor,42,62,104,42,56,7,33,0,0,19,0,0,33,0
66652fc9293428f1f44fbc9d,2020-04-04,Terengganu,23,0,23,12,33,3,0,0,15,0,0,0,24,0
66652fc9293428f1f44fbc9e,2020-04-04,W.P. Kuala Lumpur,33,0,33,30,43,16,9,1,19,6,1,0,35,0
66652fc9293428f1f44fbc9f,2020-04-04,W.P. Labuan,5,2,7,0,5,2,0,0,5,0,0,0,2,0
66652fc9293428f1f44fbca0,2020-04-05,Johor,37,30,67,0,68,12,9,0,18,0,0,0,54,0
66652fc9293428f1f44fbca1,2020-04-05,Kedah,35,0,35,16,38,0,5,0,10,4,0,0,30,0
66652fc9293428f1f44fbca2,2020-04-05,Kelantan,44,0,44,25,51,4,4,6,19,1,5,0,33,0
66652fc9293428f1f44fbca3,2020-04-05,Melaka,26,0,26,12,34,4,2,1,11,1,0,0,27,0
66652fc9293428f1f44fbca4,2020-04-05,Negeri Sembilan,18,0,18,10,23,9,3,0,2,3,0,0,12,0
66652fc9293428f1f44fbca5,2020-04-05,Pahang,47,0,47,33,63,4,3,0,23,2,0,0,52,0
66652fc9293428f1f44fbca6,2020-04-05,Perak,68,0,68,46,91,14,5,4,46,3,4,0,68,0
66652fc9293428f1f44fbca7,2020-04-05,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,16,0
66652fc9293428f1f44fbca8,2020-04-05,Pulau Pinang,26,0,26,6,28,7,0,0,10,0,0,0,16,0
66652fc9293428f1f44fbca9,2020-04-05,Sabah,66,10,76,50,76,16,2,0,27,2,0,0,44,0
66652fc9293428f1f44fbcaa,2020-04-05,Sarawak,51,12,63,14,67,20,10,0,32,5,0,0,48,0
66652fc9293428f1f44fbcab,2020-04-05,Selangor,42,62,104,42,129,7,32,0,0,17,0,0,32,0
66652fc9293428f1f44fbcac,2020-04-05,Terengganu,23,0,23,12,33,3,0,0,14,0,0,0,19,0
66652fc9293428f1f44fbcad,2020-04-05,W.P. Kuala Lumpur,33,0,33,30,52,16,8,1,19,5,1,0,43,0
66652fc9293428f1f44fbcae,2020-04-05,W.P. Labuan,5,2,7,0,5,2,0,0,4,0,0,0,2,0
66652fc9293428f1f44fbcaf,2020-04-06,Johor,37,30,67,0,68,12,9,0,18,0,0,0,52,0
66652fc9293428f1f44fbcb0,2020-04-06,Kedah,35,0,35,16,46,0,5,0,10,3,0,0,30,0
66652fc9293428f1f44fbcb1,2020-04-06,Kelantan,44,0,44,25,51,4,1,3,20,1,1,0,35,0
66652fc9293428f1f44fbcb2,2020-04-06,Melaka,52,0,52,12,37,4,3,0,24,3,0,0,29,0
66652fc9293428f1f44fbcb3,2020-04-06,Negeri Sembilan,18,0,18,10,23,9,4,0,4,3,0,0,10,0
66652fc9293428f1f44fbcb4,2020-04-06,Pahang,47,0,47,33,64,4,3,0,27,2,0,0,52,0
66652fc9293428f1f44fbcb5,2020-04-06,Perak,68,0,68,46,91,14,5,5,45,3,5,0,74,0
66652fc9293428f1f44fbcb6,2020-04-06,Perlis,13,0,13,4,17,8,1,0,10,1,0,0,17,0
66652fc9293428f1f44fbcb7,2020-04-06,Pulau Pinang,26,0,26,6,28,7,0,0,9,0,0,0,18,0
66652fc9293428f1f44fbcb8,2020-04-06,Sabah,66,10,76,50,76,16,2,0,29,2,0,0,48,0
66652fc9293428f1f44fbcb9,2020-04-06,Sarawak,51,12,63,14,67,20,10,0,28,5,0,0,50,0
66652fc9293428f1f44fbcba,2020-04-06,Selangor,42,62,104,42,129,7,32,1,0,17,0,0,33,0
66652fc9293428f1f44fbcbb,2020-04-06,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,21,0
66652fc9293428f1f44fbcbc,2020-04-06,W.P. Kuala Lumpur,33,0,33,30,52,16,9,0,19,7,0,0,43,0
66652fc9293428f1f44fbcbd,2020-04-06,W.P. Labuan,5,2,7,0,5,2,0,0,3,0,0,0,2,0
66652fc9293428f1f44fbcbe,2020-04-07,Johor,37,30,67,0,69,12,7,2,11,0,0,0,49,0
66652fc9293428f1f44fbcbf,2020-04-07,Kedah,35,0,35,16,46,0,4,0,12,3,0,0,31,0
66652fc9293428f1f44fbcc0,2020-04-07,Kelantan,44,0,44,25,51,4,1,1,27,1,1,0,38,0
66652fc9293428f1f44fbcc1,2020-04-07,Melaka,52,0,52,12,41,4,3,0,22,3,0,0,19,0
66652fc9293428f1f44fbcc2,2020-04-07,Negeri Sembilan,18,0,18,10,23,9,4,0,5,3,0,0,8,0
66652fc9293428f1f44fbcc3,2020-04-07,Pahang,47,0,47,33,64,4,2,1,22,2,1,0,53,0
66652fc9293428f1f44fbcc4,2020-04-07,Perak,68,0,68,46,91,14,4,3,46,3,3,0,64,0
66652fc9293428f1f44fbcc5,2020-04-07,Perlis,13,0,13,4,17,8,1,0,9,1,0,0,16,0
66652fc9293428f1f44fbcc6,2020-04-07,Pulau Pinang,26,0,26,6,38,7,0,0,9,0,0,0,24,0
66652fc9293428f1f44fbcc7,2020-04-07,Sabah,66,10,76,50,76,16,2,0,28,1,0,0,42,0
66652fc9293428f1f44fbcc8,2020-04-07,Sarawak,51,12,63,14,67,20,9,0,25,5,0,0,48,0
66652fc9293428f1f44fbcc9,2020-04-07,Selangor,42,62,104,42,130,7,32,0,0,16,0,0,32,0
66652fc9293428f1f44fbcca,2020-04-07,Terengganu,23,0,23,12,33,3,0,0,13,0,0,0,21,0
66652fc9293428f1f44fbccb,2020-04-07,W.P. Kuala Lumpur,33,0,33,30,52,16,10,0,17,8,0,0,42,0
66652fc9293428f1f44fbccc,2020-04-07,W.P. Labuan,5,2,7,0,5,2,0,0,3,0,0,0,2,0
66652fc9293428f1f44fbccd,2020-04-08,Johor,37,30,67,0,69,12,8,2,11,0,0,0,57,0
66652fc9293428f1f44fbcce,2020-04-08,Kedah,35,0,35,16,46,0,4,0,13,2,0,0,32,0
66652fc9293428f1f44fbccf,2020-04-08,Kelantan,44,0,44,25,51,4,2,1,30,1,1,0,39,0
66652fc9293428f1f44fbcd0,2020-04-08,Melaka,52,0,52,12,41,4,3,0,21,3,0,0,26,0
66652fc9293428f1f44fbcd1,2020-04-08,Negeri Sembilan,18,0,18,10,23,9,4,0,4,2,0,0,10,0
66652fc9293428f1f44fbcd2,2020-04-08,Pahang,47,0,47,33,64,4,3,0,20,3,0,0,51,0
66652fc9293428f1f44fbcd3,2020-04-08,Perak,68,0,68,46,91,14,3,3,43,3,3,0,61,0
66652fc9293428f1f44fbcd4,2020-04-08,Perlis,13,0,13,4,17,8,1,0,9,0,0,0,15,0
66652fc9293428f1f44fbcd5,2020-04-08,Pulau Pinang,26,0,26,6,38,7,0,0,12,0,0,0,28,0
66652fc9293428f1f44fbcd6,2020-04-08,Sabah,66,10,76,50,76,16,2,0,25,1,0,0,38,0
66652fc9293428f1f44fbcd7,2020-04-08,Sarawak,51,12,63,14,67,20,9,2,29,4,2,0,49,0
66652fc9293428f1f44fbcd8,2020-04-08,Selangor,42,62,104,42,130,7,28,0,0,14,0,0,28,0
66652fc9293428f1f44fbcd9,2020-04-08,Terengganu,23,0,23,12,33,3,1,0,11,0,0,0,21,0
66652fc9293428f1f44fbcda,2020-04-08,W.P. Kuala Lumpur,33,0,33,30,52,16,9,0,13,6,0,0,37,0
