date,state,daily_partial,daily_full,daily_booster,daily_booster2,daily,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul
2021-07-15,Melaka,8634,5179,0,0,13813,219682,110916,0,0,330598
2021-07-15,Negeri Sembilan,18604,6695,0,0,25299,383015,156473,0,0,539488
2021-07-15,Pahang,11239,3736,0,0,14975,304685,190744,0,0,495429
2021-07-15,Perak,11474,5704,0,0,17178,531059,295477,0,0,826534
2021-07-15,Perlis,3396,1243,0,0,4639,86690,61614,0,0,148304
2021-07-15,Pulau Pinang,19356,6302,0,0,25658,458838,203391,0,0,662229
2021-07-15,Sabah,11455,9113,0,0,20568,466115,354215,0,0,820321
2021-07-15,Sarawak,22399,57907,0,0,80306,1590079,832682,0,0,2422760
2021-07-15,Selangor,88759,27791,0,0,116550,1885667,601872,0,0,2487539
2021-07-15,Terengganu,8474,3629,0,0,12103,257601,131913,0,0,389514
2021-07-15,W.P. Kuala Lumpur,52175,20819,0,0,72994,1621687,458775,0,0,2080462
2021-07-15,W.P. Labuan,482,2052,0,0,2534,62311,38624,0,0,100935
2021-07-15,W.P. Putrajaya,2704,425,0,0,3129,66711,34965,0,0,101676
2021-07-16,Johor,13663,4410,0,0,18073,642706,373680,0,0,1016386
2021-07-16,Kedah,11556,618,0,0,12174,395080,225416,0,0,620494
2021-07-16,Kelantan,1785,412,0,0,2197,316027,204542,0,0,520569
2021-07-16,Melaka,7414,5442,0,0,12856,227096,116358,0,0,343454
2021-07-16,Negeri Sembilan,18227,4737,0,0,22964,401242,161210,0,0,562452
2021-07-16,Pahang,9446,3683,0,0,13129,314131,194427,0,0,508558
2021-07-16,Perak,18670,2183,0,0,20853,549729,297660,0,0,847387
2021-07-16,Perlis,1719,1680,0,0,3399,88409,63294,0,0,151703
2021-07-16,Pulau Pinang,18146,5758,0,0,23904,476984,209149,0,0,686133
2021-07-16,Sabah,13114,8797,0,0,21911,479230,363012,0,0,842232
2021-07-16,Sarawak,23592,49802,0,0,73394,1613671,882484,0,0,2496154
2021-07-16,Selangor,88363,27723,0,0,116086,1974030,629595,0,0,2603625
2021-07-16,Terengganu,2403,78,0,0,2481,260004,131991,0,0,391995
2021-07-16,W.P. Kuala Lumpur,52936,16590,0,0,69526,1674623,475365,0,0,2149988
2021-07-16,W.P. Labuan,343,2016,0,0,2359,62654,40640,0,0,103294
2021-07-16,W.P. Putrajaya,2625,399,0,0,3024,69336,35364,0,0,104700
2021-07-17,Johor,19053,3268,0,0,22321,661759,376948,0,0,1038707
2021-07-17,Kedah,12884,382,0,0,13266,407964,225798,0,0,633760
2021-07-17,Kelantan,1600,591,0,0,2191,317627,205133,0,0,522760
2021-07-17,Melaka,7214,5949,0,0,13163,234310,122307,0,0,356617
2021-07-17,Negeri Sembilan,18024,1226,0,0,19250,419266,162436,0,0,581702
2021-07-17,Pahang,3730,3050,0,0,6780,317861,197477,0,0,515338
2021-07-17,Perak,14146,607,0,0,14753,563875,298267,0,0,862140
2021-07-17,Perlis,194,2,0,0,196,88603,63296,0,0,151899
2021-07-17,Pulau Pinang,14237,5030,0,0,19267,491221,214179,0,0,705400
2021-07-17,Sabah,15906,9027,0,0,24933,495136,372039,0,0,867165
2021-07-17,Sarawak,24761,46404,0,0,71165,1638432,928888,0,0,2567319
2021-07-17,Selangor,78608,25874,0,0,104482,2052638,655469,0,0,2708107
2021-07-17,Terengganu,10051,6202,0,0,16253,270055,138193,0,0,408248
2021-07-17,W.P. Kuala Lumpur,41432,23538,0,0,64970,1716055,498903,0,0,2214958
2021-07-17,W.P. Labuan,403,1792,0,0,2195,63057,42432,0,0,105489
2021-07-17,W.P. Putrajaya,2577,3,0,0,2580,71913,35367,0,0,107280
2021-07-18,Johor,15770,1488,0,0,17258,677529,378436,0,0,1055965
2021-07-18,Kedah,18806,683,0,0,19489,426770,226481,0,0,653249
2021-07-18,Kelantan,14446,1925,0,0,16371,332073,207058,0,0,539131
2021-07-18,Melaka,2244,612,0,0,2856,236554,122919,0,0,359473
2021-07-18,Negeri Sembilan,17832,1133,0,0,18965,437098,163569,0,0,600667
2021-07-18,Pahang,2289,210,0,0,2499,320150,197687,0,0,517837
2021-07-18,Perak,12640,433,0,0,13073,576515,298700,0,0,875213
2021-07-18,Perlis,974,2271,0,0,3245,89577,65567,0,0,155144
2021-07-18,Pulau Pinang,16917,1052,0,0,17969,508138,215231,0,0,723369
2021-07-18,Sabah,9798,4823,0,0,14621,504934,376862,0,0,881786
2021-07-18,Sarawak,19291,37635,0,0,56926,1657723,966523,0,0,2624245
2021-07-18,Selangor,73076,21409,0,0,94485,2125714,676878,0,0,2802592
2021-07-18,Terengganu,3095,4774,0,0,7869,273150,142967,0,0,416117
2021-07-18,W.P. Kuala Lumpur,41641,24431,0,0,66072,1757696,523334,0,0,2281030
2021-07-18,W.P. Labuan,714,1371,0,0,2085,63771,43803,0,0,107574
2021-07-18,W.P. Putrajaya,3087,2,0,0,3089,75000,35369,0,0,110369
2021-07-19,Johor,22981,3994,0,0,26975,700510,382430,0,0,1082940
2021-07-19,Kedah,11070,4467,0,0,15537,437840,230948,0,0,668786
2021-07-19,Kelantan,11979,5581,0,0,17560,344052,212639,0,0,556691
2021-07-19,Melaka,9445,2995,0,0,12440,245999,125914,0,0,371913
2021-07-19,Negeri Sembilan,12125,4914,0,0,17039,449223,168483,0,0,617706
2021-07-19,Pahang,8203,7001,0,0,15204,328353,204688,0,0,533041
2021-07-19,Perak,10929,6009,0,0,16938,587444,304709,0,0,892151
2021-07-19,Perlis,753,645,0,0,1398,90330,66212,0,0,156542
2021-07-19,Pulau Pinang,14438,8095,0,0,22533,522576,223326,0,0,745902
2021-07-19,Sabah,17355,3784,0,0,21139,522289,380646,0,0,902925
2021-07-19,Sarawak,18041,41966,0,0,60007,1675764,1008489,0,0,2684252
2021-07-19,Selangor,90044,32999,0,0,123043,2215758,709877,0,0,2925635
2021-07-19,Terengganu,2705,3199,0,0,5904,275855,146166,0,0,422021
2021-07-19,W.P. Kuala Lumpur,56553,25683,0,0,82236,1814249,549017,0,0,2363266
2021-07-19,W.P. Labuan,591,1901,0,0,2492,64362,45704,0,0,110066
2021-07-19,W.P. Putrajaya,1757,1453,0,0,3210,76757,36822,0,0,113579
2021-07-20,Johor,25836,2324,0,0,28160,726346,384754,0,0,1111100
2021-07-20,Kedah,1445,310,0,0,1755,439285,231258,0,0,670541
2021-07-20,Kelantan,58,7,0,0,65,344110,212646,0,0,556756
2021-07-20,Melaka,3003,104,0,0,3107,249002,126018,0,0,375020
2021-07-20,Negeri Sembilan,6061,2349,0,0,8410,455284,170832,0,0,626116
2021-07-20,Pahang,1605,540,0,0,2145,329958,205228,0,0,535186
2021-07-20,Perak,3322,1399,0,0,4721,590766,306108,0,0,896872
2021-07-20,Perlis,36,56,0,0,92,90366,66268,0,0,156634
2021-07-20,Pulau Pinang,12466,2246,0,0,14712,535042,225572,0,0,760614
2021-07-20,Sabah,8071,1964,0,0,10035,530360,382610,0,0,912960
2021-07-20,Sarawak,13505,38596,0,0,52101,1689269,1047085,0,0,2736353
2021-07-20,Selangor,85272,26206,0,0,111478,2301030,736083,0,0,3037113
2021-07-20,Terengganu,763,19,0,0,782,276618,146185,0,0,422803
2021-07-20,W.P. Kuala Lumpur,44461,27360,0,0,71821,1858710,576377,0,0,2435087
2021-07-20,W.P. Labuan,0,61,0,0,61,64362,45765,0,0,110127
2021-07-20,W.P. Putrajaya,2740,12,0,0,2752,79497,36834,0,0,116331
2021-07-21,Johor,35279,3658,0,0,38937,761625,388412,0,0,1150037
2021-07-21,Kedah,5145,771,0,0,5916,444430,232029,0,0,676457
2021-07-21,Kelantan,1092,583,0,0,1675,345202,213229,0,0,558431
2021-07-21,Melaka,6927,5137,0,0,12064,255929,131155,0,0,387084
2021-07-21,Negeri Sembilan,11234,7541,0,0,18775,466518,178373,0,0,644891
2021-07-21,Pahang,11852,6732,0,0,18584,341810,211960,0,0,553770
2021-07-21,Perak,14800,7123,0,0,21923,605566,313231,0,0,918795
2021-07-21,Perlis,76,79,0,0,155,90442,66347,0,0,156789
2021-07-21,Pulau Pinang,15416,9374,0,0,24790,550458,234946,0,0,785404
2021-07-21,Sabah,25486,3925,0,0,29411,555846,386535,0,0,942371
2021-07-21,Sarawak,17086,44531,0,0,61617,1706355,1091616,0,0,2797970
2021-07-21,Selangor,90784,41370,0,0,132154,2391814,777453,0,0,3169267
2021-07-21,Terengganu,3534,4123,0,0,7657,280152,150308,0,0,430460
2021-07-21,W.P. Kuala Lumpur,48316,32036,0,0,80352,1907026,608413,0,0,2515439
2021-07-21,W.P. Labuan,457,2409,0,0,2866,64819,48174,0,0,112993
2021-07-21,W.P. Putrajaya,1783,1317,0,0,3100,81280,38151,0,0,119431
2021-07-22,Johor,31898,4694,0,0,36592,793523,393106,0,0,1186629
2021-07-22,Kedah,12968,3402,0,0,16370,457398,235431,0,0,692827
2021-07-22,Kelantan,12073,3290,0,0,15363,357275,216519,0,0,573794
2021-07-22,Melaka,7323,5898,0,0,13221,263252,137053,0,0,400305
2021-07-22,Negeri Sembilan,14884,9311,0,0,24195,481402,187684,0,0,669086
2021-07-22,Pahang,14671,4372,0,0,19043,356481,216332,0,0,572813
2021-07-22,Perak,20865,11197,0,0,32062,626431,324428,0,0,950857
2021-07-22,Perlis,2373,699,0,0,3072,92815,67046,0,0,159861
2021-07-22,Pulau Pinang,23514,6707,0,0,30221,573972,241653,0,0,815625
2021-07-22,Sabah,29334,3785,0,0,33119,585180,390320,0,0,975490
2021-07-22,Sarawak,11146,45525,0,0,56671,1717501,1137141,0,0,2854641
2021-07-22,Selangor,97872,38239,0,0,136111,2489686,815692,0,0,3305378
2021-07-22,Terengganu,4511,4537,0,0,9048,284663,154845,0,0,439508
2021-07-22,W.P. Kuala Lumpur,57127,32056,0,0,89183,1964153,640469,0,0,2604622
2021-07-22,W.P. Labuan,424,1978,0,0,2402,65243,50152,0,0,115395
2021-07-22,W.P. Putrajaya,2597,1294,0,0,3891,83877,39445,0,0,123322
2021-07-23,Johor,26563,3796,0,0,30359,820086,396902,0,0,1216988
2021-07-23,Kedah,9630,3251,0,0,12881,467028,238682,0,0,705708
2021-07-23,Kelantan,802,826,0,0,1628,358077,217345,0,0,575422
2021-07-23,Melaka,6450,6409,0,0,12859,269702,143462,0,0,413164
2021-07-23,Negeri Sembilan,15320,6904,0,0,22224,496722,194588,0,0,691310
2021-07-23,Pahang,12098,3180,0,0,15278,368579,219512,0,0,588091
2021-07-23,Perak,17592,14723,0,0,32315,644023,339151,0,0,983172
2021-07-23,Perlis,2400,993,0,0,3393,95215,68039,0,0,163254
2021-07-23,Pulau Pinang,23571,6631,0,0,30202,597543,248284,0,0,845827
2021-07-23,Sabah,34101,2486,0,0,36587,619281,392806,0,0,1012077
2021-07-23,Sarawak,10339,39152,0,0,49491,1727840,1176293,0,0,2904132
2021-07-23,Selangor,100913,36705,0,0,137618,2590599,852397,0,0,3442996
2021-07-23,Terengganu,1397,1195,0,0,2592,286060,156040,0,0,442100
2021-07-23,W.P. Kuala Lumpur,51701,35729,0,0,87430,2015854,676198,0,0,2692052
2021-07-23,W.P. Labuan,322,1372,0,0,1694,65565,51524,0,0,117089
2021-07-23,W.P. Putrajaya,1646,1360,0,0,3006,85523,40805,0,0,126328
2021-07-24,Johor,28879,2258,0,0,31137,848965,399160,0,0,1248125
2021-07-24,Kedah,10069,5358,0,0,15427,477097,244040,0,0,721135
2021-07-24,Kelantan,341,455,0,0,796,358418,217800,0,0,576218
2021-07-24,Melaka,4992,5416,0,0,10408,274694,148878,0,0,423572
2021-07-24,Negeri Sembilan,15900,3059,0,0,18959,512622,197647,0,0,710269
2021-07-24,Pahang,10465,4512,0,0,14977,379044,224024,0,0,603068
2021-07-24,Perak,15826,13089,0,0,28915,659849,352240,0,0,1012087
2021-07-24,Perlis,1650,474,0,0,2124,96865,68513,0,0,165378
2021-07-24,Pulau Pinang,19219,5701,0,0,24920,616762,253985,0,0,870747
2021-07-24,Sabah,30043,1849,0,0,31892,649324,394655,0,0,1043969
2021-07-24,Sarawak,18713,29517,0,0,48230,1746553,1205810,0,0,2952362
2021-07-24,Selangor,88934,29108,0,0,118042,2679533,881505,0,0,3561038
2021-07-24,Terengganu,2148,6686,0,0,8834,288208,162726,0,0,450934
2021-07-24,W.P. Kuala Lumpur,46436,28249,0,0,74685,2062290,704447,0,0,2766737
2021-07-24,W.P. Labuan,336,1078,0,0,1414,65901,52602,0,0,118503
2021-07-24,W.P. Putrajaya,2179,910,0,0,3089,87702,41715,0,0,129417
2021-07-25,Johor,35662,1648,0,0,37310,884627,400808,0,0,1285435
2021-07-25,Kedah,13204,7734,0,0,20938,490301,251774,0,0,742073
2021-07-25,Kelantan,11793,6761,0,0,18554,370211,224561,0,0,594772
2021-07-25,Melaka,1973,0,0,0,1973,276667,148878,0,0,425545
2021-07-25,Negeri Sembilan,9806,3053,0,0,12859,522428,200700,0,0,723128
2021-07-25,Pahang,9380,412,0,0,9792,388424,224436,0,0,612860
2021-07-25,Perak,14301,11569,0,0,25870,674150,363809,0,0,1037957
2021-07-25,Perlis,2003,420,0,0,2423,98868,68933,0,0,167801
2021-07-25,Pulau Pinang,18566,4818,0,0,23384,635328,258803,0,0,894131
2021-07-25,Sabah,28275,805,0,0,29080,677599,395460,0,0,1073049
2021-07-25,Sarawak,15205,19065,0,0,34270,1761758,1224875,0,0,2986632
2021-07-25,Selangor,78674,31329,0,0,110003,2758207,912834,0,0,3671041
2021-07-25,Terengganu,7544,5647,0,0,13191,295752,168373,0,0,464125
2021-07-25,W.P. Kuala Lumpur,43979,29951,0,0,73930,2106269,734398,0,0,2840667
2021-07-25,W.P. Labuan,447,989,0,0,1436,66348,53591,0,0,119939
2021-07-25,W.P. Putrajaya,1817,978,0,0,2795,89519,42693,0,0,132212
2021-07-26,Johor,41899,4422,0,0,46321,926526,405230,0,0,1331756
2021-07-26,Kedah,16331,8999,0,0,25330,506632,260773,0,0,767403
2021-07-26,Kelantan,17600,6079,0,0,23679,387811,230640,0,0,618451
2021-07-26,Melaka,8939,6181,0,0,15120,285606,155059,0,0,440665
2021-07-26,Negeri Sembilan,15664,8117,0,0,23781,538092,208817,0,0,746909
2021-07-26,Pahang,18497,6460,0,0,24957,406921,230896,0,0,637817
2021-07-26,Perak,15445,17198,0,0,32643,689595,381007,0,0,1070600
2021-07-26,Perlis,2563,672,0,0,3235,101431,69605,0,0,171036
2021-07-26,Pulau Pinang,19843,8033,0,0,27876,655171,266836,0,0,922007
2021-07-26,Sabah,26893,2195,0,0,29088,704492,397655,0,0,1102137
2021-07-26,Sarawak,8733,31505,0,0,40238,1770491,1256380,0,0,3026870
2021-07-26,Selangor,87127,51670,0,0,138797,2845334,964504,0,0,3809838
2021-07-26,Terengganu,8553,6606,0,0,15159,304305,174979,0,0,479284
2021-07-26,W.P. Kuala Lumpur,52004,35051,0,0,87055,2158273,769449,0,0,2927722
2021-07-26,W.P. Labuan,500,863,0,0,1363,66848,54454,0,0,121302
2021-07-26,W.P. Putrajaya,2416,1757,0,0,4173,91935,44450,0,0,136385
2021-07-27,Johor,40930,5500,0,0,46430,967456,410730,0,0,1378186
2021-07-27,Kedah,17638,8997,0,0,26635,524270,269770,0,0,794038
2021-07-27,Kelantan,17908,7646,0,0,25554,405719,238286,0,0,644005
2021-07-27,Melaka,9914,7511,0,0,17425,295520,162570,0,0,458090
2021-07-27,Negeri Sembilan,15506,9726,0,0,25232,553598,218543,0,0,772141
2021-07-27,Pahang,22334,5368,0,0,27702,429255,236264,0,0,665519
2021-07-27,Perak,16429,14479,0,0,30908,706024,395486,0,0,1101508
2021-07-27,Perlis,2437,1337,0,0,3774,103868,70942,0,0,174810
2021-07-27,Pulau Pinang,23305,7705,0,0,31010,678476,274541,0,0,953017
2021-07-27,Sabah,30390,2304,0,0,32694,734882,399959,0,0,1134831
2021-07-27,Sarawak,8779,27770,0,0,36549,1779270,1284150,0,0,3063419
2021-07-27,Selangor,89560,61973,0,0,151533,2934894,1026477,0,0,3961371
2021-07-27,Terengganu,8742,6869,0,0,15611,313047,181848,0,0,494895
2021-07-27,W.P. Kuala Lumpur,60074,36263,0,0,96337,2218347,805712,0,0,3024059
2021-07-27,W.P. Labuan,400,681,0,0,1081,67248,55135,0,0,122383
2021-07-27,W.P. Putrajaya,2470,1927,0,0,4397,94405,46377,0,0,140782
2021-07-28,Johor,36658,5985,0,0,42643,1004114,416715,0,0,1420829
2021-07-28,Kedah,16589,10948,0,0,27537,540859,280718,0,0,821575
2021-07-28,Kelantan,19430,6221,0,0,25651,425149,244507,0,0,669656
2021-07-28,Melaka,10578,4779,0,0,15357,306098,167349,0,0,473447
2021-07-28,Negeri Sembilan,10577,15460,0,0,26037,564175,234003,0,0,798178
2021-07-28,Pahang,19279,7263,0,0,26542,448534,243527,0,0,692061
2021-07-28,Perak,11939,19906,0,0,31845,717963,415392,0,0,1133353
2021-07-28,Perlis,2924,1892,0,0,4816,106792,72834,0,0,179626
2021-07-28,Pulau Pinang,23671,5540,0,0,29211,702147,280081,0,0,982228
2021-07-28,Sabah,32771,1851,0,0,34622,767653,401810,0,0,1169453
2021-07-28,Sarawak,7955,30229,0,0,38184,1787226,1314379,0,0,3101603
2021-07-28,Selangor,110634,54440,0,0,165074,3045529,1080917,0,0,4126445
2021-07-28,Terengganu,8798,7319,0,0,16117,321845,189167,0,0,511012
2021-07-28,W.P. Kuala Lumpur,60669,33537,0,0,94206,2279016,839249,0,0,3118265
2021-07-28,W.P. Labuan,298,694,0,0,992,67546,55829,0,0,123375
2021-07-28,W.P. Putrajaya,2950,1342,0,0,4292,97355,47719,0,0,145074
2021-07-29,Johor,40409,8860,0,0,49269,1044523,425575,0,0,1470098
2021-07-29,Kedah,15465,10948,0,0,26413,556324,291666,0,0,847988
2021-07-29,Kelantan,18716,6344,0,0,25060,443865,250851,0,0,694716
2021-07-29,Melaka,8280,6295,0,0,14575,314378,173644,0,0,488022
2021-07-29,Negeri Sembilan,10121,18996,0,0,29117,574296,252999,0,0,827295
2021-07-29,Pahang,18486,9588,0,0,28074,467020,253115,0,0,720135
2021-07-29,Perak,18596,12607,0,0,31203,736559,427999,0,0,1164556
2021-07-29,Perlis,2258,1902,0,0,4160,109050,74736,0,0,183786
2021-07-29,Pulau Pinang,21225,7016,0,0,28241,723372,287097,0,0,1010469
2021-07-29,Sabah,35939,2234,0,0,38173,803596,404044,0,0,1207626
2021-07-29,Sarawak,6846,26803,0,0,33649,1794072,1341182,0,0,3135252
2021-07-29,Selangor,101373,64186,0,0,165559,3146902,1145103,0,0,4292004
2021-07-29,Terengganu,9162,7052,0,0,16214,331007,196219,0,0,527226
2021-07-29,W.P. Kuala Lumpur,53971,34015,0,0,87986,2332987,873264,0,0,3206251
2021-07-29,W.P. Labuan,296,364,0,0,660,67842,56193,0,0,124035
2021-07-29,W.P. Putrajaya,2203,1577,0,0,3780,99558,49296,0,0,148854
2021-07-30,Johor,38611,7960,0,0,46571,1083134,433535,0,0,1516669
2021-07-30,Kedah,11719,4819,0,0,16538,568043,296485,0,0,864526
2021-07-30,Kelantan,2328,24,0,0,2352,446193,250875,0,0,697068
2021-07-30,Melaka,8750,6172,0,0,14922,323128,179816,0,0,502944
2021-07-30,Negeri Sembilan,9915,17196,0,0,27111,584211,270195,0,0,854406
2021-07-30,Pahang,13767,2072,0,0,15839,480787,255187,0,0,735974
2021-07-30,Perak,14633,17507,0,0,32140,751192,445506,0,0,1196696
2021-07-30,Perlis,1006,1457,0,0,2463,110056,76193,0,0,186249
2021-07-30,Pulau Pinang,18851,8021,0,0,26872,742223,295118,0,0,1037341
2021-07-30,Sabah,35130,3788,0,0,38918,838726,407832,0,0,1246544
2021-07-30,Sarawak,6338,24200,0,0,30538,1800410,1365382,0,0,3165790
2021-07-30,Selangor,105705,70797,0,0,176502,3252607,1215900,0,0,4468506
2021-07-30,Terengganu,3477,1903,0,0,5380,334484,198122,0,0,532606
2021-07-30,W.P. Kuala Lumpur,58645,35132,0,0,93777,2391632,908396,0,0,3300028
2021-07-30,W.P. Labuan,283,466,0,0,749,68125,56659,0,0,124784
2021-07-30,W.P. Putrajaya,4086,1733,0,0,5819,103644,51029,0,0,154673
2021-07-31,Johor,33357,17235,0,0,50592,1116491,450770,0,0,1567261
2021-07-31,Kedah,15532,4129,0,0,19661,583575,300614,0,0,884187
2021-07-31,Kelantan,3253,664,0,0,3917,449446,251539,0,0,700985
2021-07-31,Melaka,9993,3810,0,0,13803,333121,183626,0,0,516747
2021-07-31,Negeri Sembilan,4600,18906,0,0,23506,588811,289101,0,0,877912
2021-07-31,Pahang,14057,5748,0,0,19805,494844,260935,0,0,755779
2021-07-31,Perak,11905,17664,0,0,29569,763097,463170,0,0,1226265
2021-07-31,Perlis,1177,765,0,0,1942,111233,76958,0,0,188191
2021-07-31,Pulau Pinang,18334,4007,0,0,22341,760557,299125,0,0,1059682
2021-07-31,Sabah,42840,4356,0,0,47196,881567,412188,0,0,1293740
2021-07-31,Sarawak,9284,27173,0,0,36457,1809694,1392555,0,0,3202247
2021-07-31,Selangor,104646,59917,0,0,164563,3357253,1275817,0,0,4633069
2021-07-31,Terengganu,9550,12227,0,0,21777,344034,210349,0,0,554383
2021-07-31,W.P. Kuala Lumpur,54869,28530,0,0,83399,2446501,936926,0,0,3383427
2021-07-31,W.P. Labuan,241,452,0,0,693,68366,57111,0,0,125477
2021-07-31,W.P. Putrajaya,3171,2169,0,0,5340,106815,53198,0,0,160013
2021-08-01,Johor,34424,10598,0,0,45022,1150915,461368,0,0,1612283
2021-08-01,Kedah,17028,6890,0,0,23918,600603,307504,0,0,908105
2021-08-01,Kelantan,20054,5973,0,0,26027,469500,257512,0,0,727012
2021-08-01,Melaka,2598,0,0,0,2598,335719,183626,0,0,519345
2021-08-01,Negeri Sembilan,5832,17453,0,0,23285,594643,306554,0,0,901197
2021-08-01,Pahang,7826,5252,0,0,13078,502670,266187,0,0,768857
2021-08-01,Perak,11061,14286,0,0,25347,774158,477456,0,0,1251612
2021-08-01,Perlis,1664,511,0,0,2175,112897,77469,0,0,190366
2021-08-01,Pulau Pinang,13966,8158,0,0,22124,774523,307283,0,0,1081806
2021-08-01,Sabah,25899,5968,0,0,31867,907468,418156,0,0,1325607
2021-08-01,Sarawak,7852,23064,0,0,30916,1817546,1415619,0,0,3233163
2021-08-01,Selangor,105320,50059,0,0,155379,3462573,1325876,0,0,4788448
2021-08-01,Terengganu,7021,7289,0,0,14310,351055,217638,0,0,568693
2021-08-01,W.P. Kuala Lumpur,47232,27564,0,0,74796,2493733,964490,0,0,3458223
2021-08-01,W.P. Labuan,207,486,0,0,693,68573,57597,0,0,126170
2021-08-01,W.P. Putrajaya,2782,2181,0,0,4963,109597,55379,0,0,164976
2021-08-02,Johor,38075,12370,0,0,50445,1188990,473738,0,0,1662728
2021-08-02,Kedah,15735,13306,0,0,29041,616338,320810,0,0,937146
2021-08-02,Kelantan,21332,10151,0,0,31483,490832,267663,0,0,758495
2021-08-02,Melaka,9171,6008,0,0,15179,344890,189634,0,0,534524
2021-08-02,Negeri Sembilan,7676,15099,0,0,22775,602319,321653,0,0,923972
2021-08-02,Pahang,17761,5964,0,0,23725,520431,272151,0,0,792582
2021-08-02,Perak,13848,18386,0,0,32234,788006,495842,0,0,1283846
2021-08-02,Perlis,1901,971,0,0,2872,114798,78440,0,0,193238
2021-08-02,Pulau Pinang,19447,7923,0,0,27370,793970,315206,0,0,1109176
2021-08-02,Sabah,34135,6689,0,0,40824,941603,424845,0,0,1366431
2021-08-02,Sarawak,5820,29793,0,0,35613,1823366,1445412,0,0,3268776
2021-08-02,Selangor,33887,72430,0,0,106317,3496460,1398306,0,0,4894765
2021-08-02,Terengganu,7209,8079,0,0,15288,358264,225717,0,0,583981
2021-08-02,W.P. Kuala Lumpur,8535,42824,0,0,51359,2502268,1007314,0,0,3509582
2021-08-02,W.P. Labuan,151,513,0,0,664,68724,58110,0,0,126834
2021-08-02,W.P. Putrajaya,2492,1917,0,0,4409,112089,57296,0,0,169385
2021-08-03,Johor,38558,13098,0,0,51656,1227548,486836,0,0,1714384
2021-08-03,Kedah,15114,16264,0,0,31378,631452,337074,0,0,968524
2021-08-03,Kelantan,21056,11320,0,0,32376,511888,278983,0,0,790871
2021-08-03,Melaka,9818,6131,0,0,15949,354708,195765,0,0,550473
2021-08-03,Negeri Sembilan,9036,17097,0,0,26133,611355,338750,0,0,950105
2021-08-03,Pahang,23539,5665,0,0,29204,543970,277816,0,0,821786
2021-08-03,Perak,26334,5520,0,0,31854,814340,501362,0,0,1315700
2021-08-03,Perlis,1397,1834,0,0,3231,116195,80274,0,0,196469
2021-08-03,Pulau Pinang,20286,10200,0,0,30486,814256,325406,0,0,1139662
2021-08-03,Sabah,36472,8324,0,0,44796,978076,433169,0,0,1411227
2021-08-03,Sarawak,4955,23913,0,0,28868,1828321,1469325,0,0,3297644
2021-08-03,Selangor,32542,76818,0,0,109360,3529002,1475124,0,0,5004125
2021-08-03,Terengganu,7728,7965,0,0,15693,365992,233682,0,0,599674
2021-08-03,W.P. Kuala Lumpur,6157,44300,0,0,50457,2508425,1051614,0,0,3560039
2021-08-03,W.P. Labuan,114,396,0,0,510,68838,58506,0,0,127344
2021-08-03,W.P. Putrajaya,1089,2187,0,0,3276,113178,59483,0,0,172661
2021-08-04,Johor,38043,11914,0,0,49957,1265591,498750,0,0,1764341
2021-08-04,Kedah,13908,18575,0,0,32483,645360,355649,0,0,1001007
2021-08-04,Kelantan,20630,13207,0,0,33837,532519,292190,0,0,824708
2021-08-04,Melaka,10185,6760,0,0,16945,364893,202525,0,0,567418
2021-08-04,Negeri Sembilan,8767,17241,0,0,26008,620122,355991,0,0,976113
2021-08-04,Pahang,18364,8491,0,0,26855,562334,286307,0,0,848641
2021-08-04,Perak,26065,6001,0,0,32066,840405,507363,0,0,1347766
2021-08-04,Perlis,1108,2156,0,0,3264,117303,82430,0,0,199733
2021-08-04,Pulau Pinang,16446,14237,0,0,30683,830702,339643,0,0,1170345
2021-08-04,Sabah,34924,8741,0,0,43665,1013000,441910,0,0,1454892
2021-08-04,Sarawak,3306,22490,0,0,25796,1831627,1491815,0,0,3323440
2021-08-04,Selangor,32178,86979,0,0,119157,3561180,1562103,0,0,5123282
2021-08-04,Terengganu,6753,8091,0,0,14844,372745,241773,0,0,614518
2021-08-04,W.P. Kuala Lumpur,9773,45951,0,0,55724,2518198,1097565,0,0,3615763
2021-08-04,W.P. Labuan,212,426,0,0,638,69050,58932,0,0,127982
2021-08-04,W.P. Putrajaya,2435,2434,0,0,4869,115613,61917,0,0,177530
2021-08-05,Johor,31241,20296,0,0,51537,1296832,519046,0,0,1815878
2021-08-05,Kedah,16917,18833,0,0,35750,662277,374482,0,0,1036757
2021-08-05,Kelantan,19385,15006,0,0,34391,551904,307196,0,0,859099
2021-08-05,Melaka,9994,8801,0,0,18795,374887,211326,0,0,586213
2021-08-05,Negeri Sembilan,8130,17910,0,0,26040,628252,373901,0,0,1002153
2021-08-05,Pahang,18570,11650,0,0,30220,580904,297957,0,0,878861
2021-08-05,Perak,21325,11367,0,0,32692,861730,518730,0,0,1380458
2021-08-05,Perlis,617,3182,0,0,3799,117920,85612,0,0,203532
2021-08-05,Pulau Pinang,15727,15760,0,0,31487,846429,355403,0,0,1201832
2021-08-05,Sabah,35939,12304,0,0,48243,1048939,454214,0,0,1503135
2021-08-05,Sarawak,4956,25463,0,0,30419,1836584,1517278,0,0,3353859
2021-08-05,Selangor,34052,84164,0,0,118216,3595232,1646267,0,0,5241498
2021-08-05,Terengganu,7935,7483,0,0,15418,380680,249256,0,0,629936
