index,_id,date,state,cases_new,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly
244,66652ec1293428f1f44df2a6,2020-02-09,Negeri Sembilan,0,0,0,0,0,0,0,0,0
245,66652ec1293428f1f44df2a7,2020-02-09,Pahang,0,0,0,0,0,0,0,0,0
246,66652ec1293428f1f44df2a8,2020-02-09,Perak,0,0,0,0,0,0,0,0,0
247,66652ec1293428f1f44df2a9,2020-02-09,Perlis,0,0,0,0,0,0,0,0,0
248,66652ec1293428f1f44df2aa,2020-02-09,Pulau Pinang,0,0,0,0,0,0,0,0,0
249,66652ec1293428f1f44df2ab,2020-02-09,Sabah,0,0,0,0,0,0,0,0,0
250,66652ec1293428f1f44df2ac,2020-02-09,Sarawak,0,0,0,0,0,0,0,0,0
251,66652ec1293428f1f44df2ad,2020-02-09,Selangor,1,1,0,0,0,0,0,0,1
252,66652ec1293428f1f44df2ae,2020-02-09,Terengganu,0,0,0,0,0,0,0,0,0
253,66652ec1293428f1f44df2af,2020-02-09,W.P. Kuala Lumpur,0,0,0,0,0,0,0,0,0
254,66652ec1293428f1f44df2b0,2020-02-09,W.P. Labuan,0,0,0,0,0,0,0,0,0
255,66652ec1293428f1f44df2b1,2020-02-09,W.P. Putrajaya,0,0,0,0,0,0,0,0,0
256,66652ec1293428f1f44df2b2,2020-02-10,Johor,0,0,0,0,0,0,0,0,0
257,66652ec1293428f1f44df2b3,2020-02-10,Kedah,0,0,0,0,0,0,0,0,0
258,66652ec1293428f1f44df2b4,2020-02-10,Kelantan,0,0,0,0,0,0,0,0,0
259,66652ec1293428f1f44df2b5,2020-02-10,Melaka,0,0,0,0,0,0,0,0,0
260,66652ec1293428f1f44df2b6,2020-02-10,Negeri Sembilan,0,0,0,0,0,0,0,0,0
261,66652ec1293428f1f44df2b7,2020-02-10,Pahang,0,0,0,0,0,0,0,0,0
262,66652ec1293428f1f44df2b8,2020-02-10,Perak,0,0,0,0,0,0,0,0,0
263,66652ec1293428f1f44df2b9,2020-02-10,Perlis,0,0,0,0,0,0,0,0,0
264,66652ec1293428f1f44df2ba,2020-02-10,Pulau Pinang,0,0,0,0,0,0,0,0,0
265,66652ec1293428f1f44df2bb,2020-02-10,Sabah,0,0,0,0,0,0,0,0,0
266,66652ec1293428f1f44df2bc,2020-02-10,Sarawak,0,0,0,0,0,0,0,0,0
267,66652ec1293428f1f44df2bd,2020-02-10,Selangor,1,1,0,0,0,0,0,1,0
268,66652ec1293428f1f44df2be,2020-02-10,Terengganu,0,0,0,0,0,0,0,0,0
269,66652ec1293428f1f44df2bf,2020-02-10,W.P. Kuala Lumpur,0,0,0,0,0,0,0,0,0
270,66652ec1293428f1f44df2c0,2020-02-10,W.P. Labuan,0,0,0,0,0,0,0,0,0
271,66652ec1293428f1f44df2c1,2020-02-10,W.P. Putrajaya,0,0,0,0,0,0,0,0,0
272,66652ec1293428f1f44df2c2,2020-02-11,Johor,0,0,0,0,0,0,0,0,0
273,66652ec1293428f1f44df2c3,2020-02-11,Kedah,0,0,0,0,0,0,0,0,0
274,66652ec1293428f1f44df2c4,2020-02-11,Kelantan,0,0,0,0,0,0,0,0,0
275,66652ec1293428f1f44df2c5,2020-02-11,Melaka,0,0,0,0,0,0,0,0,0
276,66652ec1293428f1f44df2c6,2020-02-11,Negeri Sembilan,0,0,0,0,0,0,0,0,0
277,66652ec1293428f1f44df2c7,2020-02-11,Pahang,0,0,0,0,0,0,0,0,0
278,66652ec1293428f1f44df2c8,2020-02-11,Perak,0,0,0,0,0,0,0,0,0
279,66652ec1293428f1f44df2c9,2020-02-11,Perlis,0,0,0,0,0,0,0,0,0
280,66652ec1293428f1f44df2ca,2020-02-11,Pulau Pinang,0,0,0,0,0,0,0,0,0
